Action,Food_Item_ID,foodcode,modcode,foodname,_203 Protein (g),_204 Total Fat (g),_205 Carbohydrate (g),_208 Energy (kcal),_221 Alcohol (g),_255 Water (g),_262 Caffeine (mg),_263 Theobromine (mg),"_269 Sugars, total (g)","_291 Fiber, total dietary (g)",_301 Calcium (mg),_303 Iron (mg),_304 Magnesium (mg),_305 Phosphorus (mg),_306 Potassium (mg),_307 Sodium (mg),_309 Zinc (mg),_312 Copper (mg),_317 Selenium (mcg),_319 Retinol (mcg),"_320 Vitamin A, RAE (mcg_RAE)","_321 Carotene, beta (mcg)","_322 Carotene, alpha (mcg)",_323 Vitamin E (alpha-tocopherol)(mg),_328 Vitamin D (mcg),"_334 Cryptoxanthin, beta (mcg)",_337 Lycopene (mcg),_338 Lutein + zeaxanthin (mcg),_401 Vitamin C (mg),_404 Thiamin (mg),_405 Riboflavin (mg),_406 Niacin (mg),_415 Vitamin B-6 (mg),"_417 Folate, total (mcg)",_418 Vitamin B-12 (mcg),"_421 Choline, total (mg)",_430 Vitamin K (phylloquinone)(mcg),_431 Folic acid (mcg),"_432 Folate, food (mcg)","_435 Folate, DFE (mcg_DFE)","_573 Vitamin E, added (mg)","_578 Vitamin B-12, added (mcg)",_601 Cholesterol (mg),"_606 Fatty acids, total saturated (g)",_607 4:0 (g),_608 6:0 (g),_609 8:0 (g),_610 10:0 (g),_611 12:0 (g),_612 14:0 (g),_613 16:0 (g),_614 18:0 (g),_617 18:1 (g),_618 18:2 (g),_619 18:3 (g),_620 20:4 (g),_621 22:6 n-3 (g),_626 16:1 (g),_627 18:4 (g),_628 20:1 (g),_629 20:5 n-3 (g),_630 22:1 (g),_631 22:5 n-3 (g),"_645 Fatty acids, total monounsaturated (g)","_646 Fatty acids, total polyunsaturated (g)",Calc_SoFAS,Calc_Red_Org_Veg,Calc_Starchy_Veg,Calc_Meat_And_Beans,Calc_Meat_Poult_Egg,Calc_Seafood,Calc_Nuts_Seeds_Soy,Calc_Oils,Calc_Total_Fat_Prct,Calc_Sat_Fat_Prct,Calc_MonoUnsat_Fat_Prct,Calc_PolyUnsat_Fat_Prct,Calc_Linoleic_Acid_Prct,Calc_Alpha_Linoleic_Acid_Prct,Calc_Protein_Prct,Calc_Carb_Prct,Calc_Copper,Calc_Milk_Yogurt,Calc_Whole_Fruit,Calc_Alcohol,Calc_Added_Sugars,Calc_Solid_Fats,Calc_Omega3_DHA,Calc_Omega3_EPA,Calc_V_TOTAL,Calc_Protein_Foods,Calc_Protein_Nuts_Seeds_Soy,Calc_Added_Sugars_Grams
,699,24163110,000000,"Chicken, wing, stewed, skin eaten",22.59,16.68,0,247,0,61.6599,0,0,0,0,12,1.12,16,120,138,389,1.62,0.046,18.3,40,40,0,0,0.27,0.1,0,0,0,0,0.04,0.102,4.583,0.218,3,0.18,50.8999,0.2,0,3,3,0,0,69,4.671,0,0,0,0,0.02,0.139,3.471,0.932,5.3948,3.0539,0.129,0.129,0.05,0.883,0,0.188,0.02,0,0.03,6.5449,3.5499,66.8250,0.0000,0.0000,3.2100,3.2100,0.0000,0.0000,0.0000,60.7773,17.0198,23.8478,12.9349,11.1276,0.4700,36.5830,0.0000,46.0000,0.0000,0.0000,0.0000,0.0000,66.8250,50.0000,20.0000,0.0000,3.2100,0.0000,0.0000
,700,24163120,000000,"Chicken, wing, stewed, skin not eaten",26.9499,7.12,0,179,0,66.45,0,0,0,0,13,1.11,18,133,152,395,2,0.047,21.5,16,16,0,0,0.27,0.1,0,0,0,0,0.044,0.109,5.157,0.317,3,0.22,70,0.2,0,3,3,0,0,73,1.983,0,0,0,0,0.01,0.06,1.3389,0.516,1.934,1.131,0.05,0.149,0.06,0.268,0,0.04,0.01,0,0.04,2.2909,1.5569,0.0000,0.0000,0.0000,3.5000,3.5000,0.0000,0.0000,0.0000,35.7989,9.9704,11.5185,7.8280,5.6866,0.2514,60.2232,0.0000,47.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,10.0000,0.0000,3.5000,0.0000,0.0000
,701,24164110,000000,"Chicken, wing, fried in shortening, skin eaten",25.78,17.9898,0,272,0,54.4799,0,0,0,0,16,0.62,18,145,220,527,1.78,0.048,25.8998,10,10,0,0,1.07,0,0,0,0,0,0.057,0.136,6.7069,0.622,6,0.24,77.9,7.9,0,6,6,0,0,159,5.485,0,0,0,0.009,0.005,0.076,4.04,1.2988,7.503,3.878,0.221,0.115,0.009,0.994,0.004,0.067,0.006,0.003,0.015,8.5938,4.3449,78.7320,0.0000,0.0000,3.1499,3.1499,0.0000,0.0000,0.0000,59.5251,18.1489,28.4354,14.3765,12.8316,0.7313,37.9118,0.0000,48.0000,0.0000,0.0000,0.0000,0.0000,78.7320,9.0000,6.0000,0.0000,3.1499,0.0000,0.0000
,702,24164110,205387,"Chicken, wing, fried in oil, skin eaten",25.78,17.9898,0,272,0,54.4799,0,0,0,0,16,0.62,18,145,220,527,1.78,0.048,25.8998,10,10,0,0,1.34,0,0,0,0,0,0.056,0.136,6.7069,0.622,6,0.24,77.9,10.5,0,6,6,0,0,159,4.96,0,0,0,0.009,0.005,0.068,3.887,0.934,7.4409,4.3788,0.39,0.115,0.009,1.0028,0.004,0.087,0.006,0.003,0.015,8.561,5.016,42.9292,0.0000,0.0000,3.1499,3.1499,0.0000,0.0000,0.9800,59.5251,16.4118,28.3268,16.5971,14.4887,1.2904,37.9118,0.0000,48.0000,0.0000,0.0000,0.0000,0.0000,42.9292,9.0000,6.0000,0.0000,3.1499,0.0000,0.0000
,703,24164120,000000,"Chicken, wing, fried in shortening, skin not eaten",30.69,9.13,0,213,0,59.77,0,0,0,0,18,1.11,23,173,217,497,2.2799,0.055,24.8998,19,19,0,0,0.44,0.1,0,0,0,1.3,0.059,0.127,8.224,0.592,3,0.34,64.2998,2.2,0,3,3,0,0,80,2.3599,0,0,0,0,0.014,0.049,1.36,0.883,2.741,1.7548,0.107,0.168,0.07,0.113,0,0.018,0.014,0,0.042,2.9129,2.2949,33.9390,0.0000,0.0000,3.3399,3.3399,0.0000,0.0000,0.0000,38.5775,9.9714,12.3080,9.6968,7.4146,0.4521,57.6338,0.0000,55.0000,0.0000,0.0000,0.0000,0.0000,33.9390,70.0000,14.0000,0.0000,3.3399,0.0000,0.0000
,704,24164120,205504,"Chicken, wing, fried in oil, skin not eaten",30.69,9.14,0,213,0,59.77,0,0,0,0,18,1.11,23,173,217,497,2.2799,0.055,24.8998,19,19,0,0,0.7,0.1,0,0,0,1.3,0.058,0.127,8.224,0.592,3,0.34,64.2998,4.7,0,3,3,0,0,80,1.861,0,0,0,0,0.014,0.042,1.215,0.537,2.6819,2.2309,0.267,0.168,0.07,0.121,0,0.037,0.014,0,0.042,2.882,2.931,0.0000,0.0000,0.0000,3.3399,3.3399,0.0000,0.0000,0.9311,38.6197,7.8634,12.1775,12.3845,9.4263,1.1282,57.6338,0.0000,55.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.0000,14.0000,0.0000,3.3399,0.0000,0.0000
,705,24167110,000000,"Chicken, wing, fried in shortening, breaded, skin/breading eaten",19.2898,18.67,11.0398,295,0,49.68,0,0,0.24,0.4,19,1.11,16,121,174,362,1.34,0.056,23,10,10,0,0,1.11,0,0,0,12,0,0.125,0.17,5.2968,0.43,22,0.18,60,8.3,14,8,32,0,0,115,5.371,0,0,0,0.006,0.004,0.067,3.632,1.563,7.666,4.2808,0.264,0.082,0.007,0.718,0.003,0.059,0.004,0.002,0.01,8.4658,4.7199,103.8420,0.0000,0.0000,2.1699,2.1699,0.0000,0.0000,0.0000,56.9593,16.3861,25.8279,14.3997,13.0601,0.8054,26.1557,14.9692,56.0000,0.0200,0.0000,0.0000,0.0000,103.8420,7.0000,4.0000,0.0000,2.1699,0.0000,0.0000
,706,24167110,205393,"Chicken, wing, fried in oil, breaded, skin/breading eaten",19.2898,18.67,11.0398,295,0,49.68,0,0,0.24,0.4,19,1.12,16,121,174,362,1.35,0.056,23,10,10,0,0,1.6298,0,0,0,12,0,0.123,0.17,5.2968,0.43,22,0.18,60,13.3,14,8,32,0,0,115,4.3639,0,0,0,0.006,0.004,0.054,3.338,0.863,7.546,5.243,0.587,0.082,0.007,0.735,0.003,0.097,0.004,0.002,0.01,8.403,6.0049,35.3160,0.0000,0.0000,2.1699,2.1699,0.0000,0.0000,1.8800,56.9593,13.3136,25.6363,18.3200,15.9956,1.7908,26.1557,14.9692,56.0000,0.0200,0.0000,0.0000,0.0000,35.3160,7.0000,4.0000,0.0000,2.1699,0.0000,0.0000
,707,24167110,205831,"Chicken, wing, baked, breaded, skin/breading eaten",20.48,11.02,11.72,235,0,55.39,0,0,0.26,0.4,20,1.1798,17,128,185,384,1.4298,0.06,24.3998,10,10,0,0,0.63,0,0,0,13,0,0.131,0.18,5.623,0.457,23,0.2,63.8999,4.0998,15,8,34,0,0,123,3.511,0,0,0,0.007,0.005,0.058,2.774,0.644,4.5129,2.224,0.113,0.088,0.008,0.77,0.003,0.056,0.004,0.002,0.011,5.367,2.524,37.3410,0.0000,0.0000,2.3799,2.3799,0.0000,0.0000,0.0000,42.2043,13.4464,20.5545,9.6664,8.5174,0.4328,34.8596,19.9489,60.0000,0.0200,0.0000,0.0000,0.0000,37.3410,8.0000,4.0000,0.0000,2.3799,0.0000,0.0000
,708,24167120,000000,"Chicken, wing, fried in shortening, breaded, skin/breading not eaten",30.69,9.13,0,213,0,59.77,0,0,0,0,18,1.11,23,173,217,497,2.2799,0.055,24.8998,19,19,0,0,0.44,0.1,0,0,0,1.3,0.059,0.127,8.224,0.592,3,0.34,64.2998,2.2,0,3,3,0,0,80,2.3599,0,0,0,0,0.014,0.049,1.36,0.883,2.741,1.7548,0.107,0.168,0.07,0.113,0,0.018,0.014,0,0.042,2.9129,2.2949,33.9390,0.0000,0.0000,3.3399,3.3399,0.0000,0.0000,0.0000,38.5775,9.9714,12.3080,9.6968,7.4146,0.4521,57.6338,0.0000,55.0000,0.0000,0.0000,0.0000,0.0000,33.9390,70.0000,14.0000,0.0000,3.3399,0.0000,0.0000
,709,24167120,205665,"Chicken, wing, fried in oil, breaded, skin/breading not eaten",30.69,9.14,0,213,0,59.77,0,0,0,0,18,1.11,23,173,217,497,2.2799,0.055,24.8998,19,19,0,0,0.7,0.1,0,0,0,1.3,0.058,0.127,8.224,0.592,3,0.34,64.2998,4.7,0,3,3,0,0,80,1.861,0,0,0,0,0.014,0.042,1.215,0.537,2.6819,2.2309,0.267,0.168,0.07,0.121,0,0.037,0.014,0,0.042,2.882,2.931,0.0000,0.0000,0.0000,3.3399,3.3399,0.0000,0.0000,0.9311,38.6197,7.8634,12.1775,12.3845,9.4263,1.1282,57.6338,0.0000,55.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.0000,14.0000,0.0000,3.3399,0.0000,0.0000
,710,24167120,206282,"Chicken, wing, baked, breaded, skin/breading not eaten",31.6,5.0899,0,181,0,62.89,0,0,0,0,18,1.1398,24,178,223,511,2.35,0.056,25.6,19,19,0,0,0.19,0.1,0,0,0,1.3998,0.059,0.131,8.4688,0.61,3,0.36,66.2998,0,0,3,3,0,0,82,1.352,0,0,0,0,0.014,0.043,0.863,0.417,1.05,0.676,0.029,0.173,0.072,0.115,0,0.014,0.014,0,0.043,1.223,1.151,0.0000,0.0000,0.0000,3.4900,3.4900,0.0000,0.0000,0.0000,25.3089,6.7227,6.0812,5.7232,3.3613,0.1442,69.8343,0.0000,56.0000,0.0000,0.0000,0.0000,0.0000,0.0000,72.0000,14.0000,0.0000,3.4900,0.0000,0.0000
,6172,24167130,000000,"Fried chicken, wing, fast food, skin/breading eaten",21.34,21.0598,10.93,319,0,43.8699,0,0,0,0.6,34,0.9,22,178,233,701,1.25,0.165,26.1,26,26,0,0,0.33,0.1,0,0,0,0,0.058,0.152,6.421,0.32,22,0.41,62.7999,0,14,8,32,0,0,107,5.5,0.003,0.001,0.004,0.005,0.01,0.163,3.83,1.3369,6.8209,5.272,0.268,0.063,0.004,0.898,0.004,0.077,0.003,0.004,0.006,7.883,5.6928,63.6660,0.0000,0.0000,2.2799,2.2799,0.0000,0.0000,1.5111,59.4164,15.5172,22.2404,16.0612,14.8740,0.7561,26.7586,13.7053,165.0000,0.0100,0.0000,0.0000,0.0000,63.6660,4.0000,3.0000,0.0000,2.2799,0.0000,0.0000
,6173,24167135,000000,"Fried chicken, wing, fast food, skin/breading not eaten",28.4898,11.24,3.1099,228,0,54.53,0,0,0,0,29,0.89,24,202,270,651,1.7,0.058,34.1,13,13,0,0,0.33,0.1,0,0,0,0,0.064,0.184,8.0618,0.454,8,0.47,79.2998,0,0,8,8,0,0,133,2.9449,0.003,0.001,0.002,0.004,0.006,0.079,2.0459,0.73,3.5899,2.653,0.134,0.07,0.005,0.501,0.002,0.042,0.003,0.003,0.007,4.181,2.94,0.0000,0.0000,0.0000,3.2500,3.2500,0.0000,0.0000,0.8000,44.3684,11.6246,16.5039,11.6053,10.4724,0.5289,49.9821,5.4560,58.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,3.0000,0.0000,3.2500,0.0000,0.0000
,711,24170200,000000,"Chicken, back, cooked",25.73,20.8,0,298,0,53.0799,0,0,0,0,21,1.4098,20,153,208,409,2.23,0.076,22.3,104,104,0,0,0.27,0.1,0,0,0,0,0.06,0.193,6.6619,0.268,6,0.27,61.7999,4.9,0,6,6,0,0,87,5.772,0,0,0,0,0.04,0.159,4.234,1.1698,6.783,4.006,0.179,0.169,0.06,1.1398,0,0.198,0.02,0,0.03,8.221,4.5819,103.5172,0.0000,0.0000,3.0499,3.0499,0.0000,0.0000,0.0000,62.8188,17.4322,24.8285,13.8380,12.0987,0.5406,34.5369,0.0000,76.0000,0.0000,0.0000,0.0000,0.0000,103.5172,60.0000,20.0000,0.0000,3.0499,0.0000,0.0000
,712,24180200,000000,"Chicken, neck or ribs, cooked",19.4499,17.9499,0,245,0,61.2199,0,0,0,0,27,2.2799,13,121,107,374,2.7,0.096,17.1999,48,48,0,0,0.27,0.1,0,0,0,0,0.04,0.246,3.2909,0.099,3,0.14,48.8999,3.8999,0,3,3,0,0,69,4.958,0,0,0,0,0.03,0.139,3.7189,0.952,5.871,3.451,0.149,0.119,0.04,1.012,0,0.198,0.02,0,0.02,7.16,3.907,78.0840,0.0000,0.0000,3.1600,3.1600,0.0000,0.0000,0.0000,65.9384,18.2131,26.3020,14.3522,12.6771,0.5473,31.7549,0.0000,96.0000,0.0000,0.0000,0.0000,0.0000,78.0840,40.0000,20.0000,0.0000,3.1600,0.0000,0.0000
,6174,24198340,000000,"Chicken, tail",22.5398,17.35,9.4199,289,0,49.39,0,0,0,0.3,21,1.37,21,155,185,292,1.6698,0.072,25.5,28,28,0,0,1.24,0.2,0,0,0,0,0.115,0.189,7.043,0.31,18,0.28,63.5,2.3999,10,8,25,0,0,87,4.61,0,0,0,0,0.02,0.1,3.08,1.34,6.4199,3.6699,0.2,0.1,0.03,0.54,0,0.09,0.01,0,0.02,7.0899,4.0998,102.1402,0.0000,0.0000,2.0299,2.0299,0.0000,0.0000,0.0000,54.0311,14.3564,22.0793,12.7675,11.4288,0.6228,31.1970,13.0379,72.0000,0.0000,0.0000,0.0000,0.0000,102.1402,30.0000,10.0000,0.0000,2.0299,0.0000,0.0000
,713,24198440,000000,"Chicken skin, roasted",20.19,40.34,0,450,0,39.96,0,0,0,0,14,1.5,15,124,135,387,1.22,0.064,19.8,77,77,0,0,0.4,0.2,0,0,0,0,0.036,0.126,5.535,0.099,2,0.2,45.2999,2.3999,0,2,2,0,0,82,11.3249,0,0,0,0,0.04,0.327,8.6669,2.003,13.804,7.7648,0.327,0.109,0.04,2.3799,0,0.526,0.02,0,0.01,16.888,8.499,326.7540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.6800,22.6498,33.7760,16.9980,15.5296,0.6540,17.9467,0.0000,64.0000,0.0000,0.0000,0.0000,0.0000,326.7540,40.0000,20.0000,0.0000,0.0000,0.0000,0.0000
,6175,24198500,000000,Chicken feet,19.3998,14.6,0.2,215,0,65.7998,0,0,0,0,88,0.91,5,83,31,67,0.69,0.102,3.6,30,30,0,0,0.27,0.2,0,0,0,0,0.06,0.2,0.4,0.01,86,0.47,13.3,0.2,0,86,86,0,0,84,3.9199,0,0,0,0,0.014,0.115,2.9079,0.785,4.53,2.5699,0.108,0,0.043,0.742,0,0.158,0.014,0,0.022,5.5,2.98,118.2600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.1163,16.4089,23.0233,12.4744,10.7577,0.4521,36.0927,0.3721,102.0000,0.0000,0.0000,0.0000,0.0000,118.2600,43.0000,14.0000,0.0000,0.0000,0.0000,0.0000
,714,24198570,000000,"Chicken, canned",25.3,8.0998,0.9,185,0,64.9,0,0,0,0,14,1.3,19,153,153,482,2.5,0.05,18.3998,53,53,0,0,0.32,0.1,0,0,0,0,0,0.1,2.3999,0.19,2,1,73.7998,2.2999,0,2,2,0,0,50,2.25,0,0,0,0,0.011,0.063,1.713,0.465,2.73,1.597,0.074,0.074,0.211,0.465,0,0.084,0.011,0,0.011,3.2789,1.978,0.0000,0.0000,0.0000,3.5299,3.5299,0.0000,0.0000,0.0000,39.4044,10.9459,15.9514,9.6227,7.7692,0.3600,54.7027,1.9459,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,211.0000,11.0000,0.0000,3.5299,0.0000,0.0000
,715,24198700,000000,"Chicken patty, chicken fillet, or chicken tenders, breaded, cooked (Banquet, Burger King, Weaver, KFC, Tyson, McDonald's)",13.0299,13.81,18.4698,250,0,52.52,0,0,1.24,2.5,48,1.11,41,205,349,483,0.76,0.17,16.6999,4,6,9,0,2.75,0.1,7,0,44,0.1,0.154,0.067,4.1608,0.25,28,0.18,46.2,5.5998,7,20,33,0,0,26,2.39,0,0,0.004,0.005,0.003,0.022,1.871,0.387,3.8519,5.897,0.196,0.024,0.002,0.198,0.001,0.059,0,0.002,0.003,4.1238,6.15,0.0000,0.0000,0.0000,2.1200,2.1200,0.0000,0.0000,2.5556,49.7160,8.6040,14.8457,22.1400,21.2292,0.7056,20.8478,29.5517,170.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,2.1200,0.0000,0.0000
,716,24198720,000000,"Chicken, ground, cooked",27.07,13.49,0,237,0,58.96,0,0,0,0,15,1.25,23,180,221,404,1.9198,0.066,23.6999,48,48,0,0,0.27,0,0,0,0,0,0.062,0.167,8.416,0.397,5,0.3,65.4,2.3999,0,5,5,0,0,87,3.758,0,0,0,0,0.02,0.109,2.757,0.764,4.363,2.5489,0.109,0.109,0.04,0.724,0,0.129,0.01,0,0.02,5.296,2.9449,38.3130,0.0000,0.0000,3.3300,3.3300,0.0000,0.0000,0.0000,51.2278,14.2709,20.1114,11.1832,9.6794,0.4139,45.6878,0.0000,66.0000,0.0000,0.0000,0.0000,0.0000,38.3130,40.0000,10.0000,0.0000,3.3300,0.0000,0.0000
,5331,24198729,000000,"Ground chicken, raw",16.2959,7.6439,0,132.2999,0,45.4438,0,0,0,0,5.5998,0.651,19.5999,163.7999,473.8999,52.5,1.3439,0.0433,10.01,0,0,0,0,0.2729,0,0,0,0,0,0.0847,0.2113,4.9748,0.3766,1.3998,0.357,41.2999,1.47,0,1.3998,1.3998,0,0,74.8999,2.1768,0,0,0,0,0,0,0,0,0,1.2724,0.07,0,0.0217,0,0,0,0.0056,0,0,3.4152,1.4559,26.7908,0.0000,0.0000,2.3548,2.3548,0.0000,0.0000,0.0000,51.9994,14.8082,23.2327,9.9041,8.6558,0.4762,49.2696,0.0000,43.3000,0.0000,0.0000,0.0000,0.0000,26.7908,21.7000,5.6000,0.0000,2.3548,0.0000,0.0000
,717,24198740,000000,"Chicken nuggets (McDonald's, Weaver Mini Drums, Tyson Chicken Sticks, Carl's Jr. Chicken Stars)",13.89,18.01,18.6298,292,0,47.2999,0,0,0.91,1.3998,23,1.03,27,180,248,613,0.76,0.083,18.8998,18,18,0,0,1.31,0.3,0,0,0,0,0.112,0.061,7.484,0.349,5,0.24,35.3999,11.1,0,5,5,0,0,34,3.5289,0.002,0,0.004,0.004,0.007,0.051,2.749,0.597,5.357,6.221,0.374,0.042,0.003,0.431,0.002,0.087,0.003,0.006,0.004,5.908,6.6879,116.9640,0.0000,0.0000,2.1899,2.1899,0.0000,0.0000,0.0000,55.5103,10.8767,18.2096,20.6134,19.1743,1.1527,19.0274,25.5203,83.0000,0.0000,0.0000,0.0000,0.0000,116.9640,3.0000,3.0000,0.0000,2.1899,0.0000,0.0000
,718,24198840,000000,"Fried chicken chunks, Puerto Rican style",23.27,18.05,20.3298,343,0,36.42,0,0,0.41,0.9,19,2.16,25,161,221,585,1.6498,0.096,24.3998,34,39,56,1,0.57,0.2,14,0,47,6.2,0.198,0.237,7.3799,0.331,36,0.22,49.5,3.7999,25,11,54,0,0,83,4.9508,0,0,0,0.003,0.023,0.133,3.617,0.999,6.174,3.718,0.227,0.088,0.033,0.917,0,0.171,0.011,0,0.011,7.363,4.1779,92.1780,0.0000,0.0000,1.9800,1.9800,0.0000,0.0000,0.2511,47.3615,12.9904,19.3198,10.9624,9.7557,0.5956,27.1370,23.7082,96.0000,0.0000,0.0000,0.0000,0.0000,92.1780,33.0000,11.0000,0.0000,1.9800,0.0000,0.0000
,6176,24201020,000000,"Turkey, cutlet, white meat, cooked, skin not eaten",28.8098,2.06,0,139,0,68.09,0,0,0,0,10,0.65,31,237,247,468,1.6298,0.062,29.8998,3,3,0,0,0.06,0.3,0,0,0,0,0.036,0.204,11.6519,0.763,10,0.82,78.0999,0,0,10,10,0,0,76,0.588,0,0,0,0.004,0.005,0.018,0.369,0.179,0.551,0.427,0.02,0.044,0.004,0.056,0,0.008,0.004,0,0.005,0.621,0.524,0.0000,0.0000,0.0000,3.5000,3.5000,0.0000,0.0000,0.0000,13.3381,3.8072,4.0209,3.3928,2.7647,0.1295,82.9059,0.0000,62.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,3.5000,0.0000,0.0000
,5332,24201029,000000,"Turkey, raw, breast, boneless, skinless",20.4407,0.5032,0,91.7998,0,46.512,0,0,0,0,8.16,1.0404,19.7198,152.3198,198.56,35.3599,1.1832,0.0476,21.8279,0,0,0,0,0.0612,0.136,0,0,0,0,0.0292,0.089,5.0952,0.3808,4.08,0.2652,57.392,0,0,4.08,4.08,0,0,56.4399,0.1632,0,0,0,0,0,0,0,0,0,0.0884,0,0,0.0068,0,0,0,0,0,0,0.0884,0.136,0.0000,0.0000,0.0000,2.5769,2.5769,0.0000,0.0000,0.0000,4.9333,1.6000,0.8667,1.3333,0.8667,0.0000,89.0664,0.0000,47.6000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8000,0.0000,0.0000,2.5769,0.0000,0.0000
,5333,24201039,000000,"Turkey, raw, breast, bone in, with skin",18.3744,4.7424,0,120.9599,0,40.4607,0,0,0,0,13.44,0.8959,17.28,134.4,184.3198,40.32,1.299,0.03,18.6239,0,0,0,0,0,0,0,0,0,0,0.0364,0.0838,4.0735,0.3072,3.8399,0.2304,0,0,0,3.8399,3.8399,0,0,47.3599,1.344,0,0,0,0,0,0,0,0,0,0.9279,0.0512,0,0.0192,0,0,0,0,0,0,1.568,1.1519,0.0000,0.0000,0.0000,2.2595,2.2591,0.0000,0.0000,0.0000,35.2857,10.0000,11.6667,8.5707,6.9040,0.3810,60.7620,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.2000,0.0000,0.0000,2.2595,0.0000,0.0000
,5811,24201049,000000,"Turkey, breast, whole, roasted",30.1298,2.08,0,147,0,67.8799,0,0,0,0,9,0.71,32,230,249,99,1.72,0.063,30.1999,3,3,0,0,0.06,0.3,0,0,0,0,0.035,0.205,11.75,0.807,9,0.39,84.4,0,0,9,9,0,0,80,0.593,0,0,0,0.004,0.005,0.018,0.372,0.181,0.556,0.431,0.02,0.044,0.004,0.056,0,0.008,0.004,0,0.005,0.626,0.528,0.0000,0.0000,0.0000,3.5299,3.5299,0.0000,0.0000,0.0000,12.7347,3.6306,3.8327,3.2327,2.6388,0.1224,81.9859,0.0000,63.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,3.5299,0.0000,0.0000
,719,24201120,000000,"Turkey, white meat, roasted, skin not eaten",28.8098,2.06,0,139,0,68.09,0,0,0,0,10,0.65,31,237,247,468,1.6298,0.062,29.8998,3,3,0,0,0.06,0.3,0,0,0,0,0.036,0.204,11.6519,0.763,10,0.82,78.0999,0,0,10,10,0,0,76,0.588,0,0,0,0.004,0.005,0.018,0.369,0.179,0.551,0.427,0.02,0.044,0.004,0.056,0,0.008,0.004,0,0.005,0.621,0.524,0.0000,0.0000,0.0000,3.5000,3.5000,0.0000,0.0000,0.0000,13.3381,3.8072,4.0209,3.3928,2.7647,0.1295,82.9059,0.0000,62.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,3.5000,0.0000,0.0000
,720,24201130,000000,"Turkey, white meat, roasted, skin eaten",28.28,5.5499,0.03,169,0,65.03,0,0,0,0,12,0.73,31,236,247,469,1.6598,0.066,29.1,10,10,0,0,0.07,0.4,0,0,0,0,0.035,0.211,11.42,0.724,9,0.9,77.7,0,0,9,9,0,0,84,1.586,0,0,0,0.005,0.017,0.056,1.066,0.41,1.729,1.3918,0.081,0.057,0.005,0.19,0,0.026,0.005,0.001,0.006,1.963,1.579,0.0000,0.0000,0.0000,3.5000,3.5000,0.0000,0.0000,0.0000,29.5557,8.4462,10.4538,8.4089,7.4120,0.4314,66.9349,0.0710,66.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,5.0000,0.0000,3.5000,0.0000,0.0000
,721,24201220,000000,"Turkey, dark meat, roasted, skin not eaten",26.94,5.98,0,167,0,65.2399,0,0,0,0,17,1.3,26,209,225,459,3.4399,0.127,31.1,5,5,0,0,0.07,0.3,0,0,0,0,0.058,0.358,6.6768,0.433,9,1.6398,93.0999,0,0,9,9,0,0,119,1.792,0,0,0,0.006,0.021,0.06,1.1678,0.501,1.817,1.4238,0.074,0.086,0.005,0.185,0,0.026,0.012,0,0.008,2.044,1.6478,0.0000,0.0000,0.0000,3.5000,3.5000,0.0000,0.0000,0.0000,32.2275,9.6575,11.0156,8.8804,7.6732,0.3988,64.5269,0.0000,127.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,12.0000,0.0000,3.5000,0.0000,0.0000
,722,24201230,000000,"Turkey, dark meat, roasted, skin eaten",26.46,10.16,0.05,202,0,61.4799,0,0,0,0,17,1.32,26,213,228,461,3.2599,0.122,29.8998,15,15,0,0,0.08,0.4,0,0,0,0,0.055,0.347,6.9729,0.421,9,1.6398,90.7,0,0,9,9,0,0,125,2.978,0,0,0,0.007,0.035,0.106,2.0009,0.769,3.2349,2.591,0.15,0.099,0.006,0.349,0.001,0.048,0.012,0.001,0.009,3.6629,2.9209,8.5860,0.0000,0.0000,3.4599,3.4599,0.0000,0.0000,0.0000,45.2673,13.2683,16.3199,13.0139,11.5441,0.6683,52.3960,0.0990,122.0000,0.0000,0.0000,0.0000,0.0000,8.5860,6.0000,12.0000,0.0000,3.4599,0.0000,0.0000
