,Food Code,Category,Food,Proteins (g),Fats (g),Carbs (g),Calories,Cholesterol,Saturated Fats (g),Total Fat (% Calories),Total Protein (% Calories),Total Carbohydrate (% Calories),Gram_Weight,Portion_Desc
1433,27510280,Fats,"Double cheeseburger, with mayonnaise, on bun",14.08,16.5,17.6,278.0,45.0,6.2538,53.4173,20.259,25.3237,187.0,double cheeseburger
1434,27510290,Fats,"Double cheeseburger, plain, on double-decker bun",16.32,14.89,23.3298,297.0,48.0,6.428999999999999,45.1212,21.9798,31.4206,186.0,double cheeseburger
1435,27510300,Fats,"Double cheeseburger, with mayonnaise, on double-decker bun",11.94,14.1,21.53,261.0,36.0,5.0449,48.6207,18.2989,32.9962,224.0,double cheeseburger
1436,27510310,Fats,"Cheeseburger, with ketchup and mustard, on bun",13.49,12.9,25.46,270.0,39.0,5.7969,43.0,19.9852,37.7185,127.0,cheeseburger
1437,27510311,Fats,"Cheeseburger, slider, plain, on miniature bun",15.6198,14.07,26.0598,297.0,44.0,6.115,42.6364,21.0368,35.0974,52.0,miniature sandwich
1438,27510320,Fats,"Cheeseburger, 1/4 lb meat, with ketchup and mustard, on bun",15.21,14.4,19.7198,269.0,48.0,7.0329999999999995,48.1784,22.6171,29.3231,220.0,cheeseburger
1439,27510330,Fats,"Double cheeseburger, with ketchup, on bun ",16.2398,16.18,17.9698,282.0,50.0,6.96,51.6383,23.0352,25.4891,177.0,double cheeseburger
1440,27510350,Fats,"Cheeseburger, 1/4 lb meat, with mayonnaise and ketchup, on bun",13.69,15.8,17.73,268.0,51.0,5.746,53.0597,20.4328,26.4627,276.0,cheeseburger
1441,27510355,Fats,"Cheeseburger, 1/3 lb meat, with mayonnaise and ketchup, on bun",13.55,14.69,15.22,250.0,42.0,5.8159,52.884,21.68,24.352,349.0,cheeseburger
1442,27510359,Fats,"Cheeseburger, 1/3 lb meat, with mushrooms and mayonnaise, on bun",15.4499,16.8098,18.34,290.0,44.0,6.24,52.1683,21.3102,25.2966,283.0,sandwich
1443,27510360,Fats,"Bacon cheeseburger, with mayonnaise and ketchup, on bun",14.09,12.66,23.82,265.0,39.0,5.516,42.9962,21.2679,35.9547,288.0,cheeseburger
1444,27510370,Fats,"Double cheeseburger, 1/4 lb meat patties, with mayonnaise, on bun",13.94,17.51,15.72,276.0,45.0,6.5038,57.0978,20.2029,22.7826,349.0,double cheeseburger
1445,27510375,Fats,"Double cheeseburger, 1/4 lb meat patties, with ketchup, on bun",13.97,13.7799,18.16,252.0,42.0,5.922999999999999,49.2139,22.1746,28.8254,279.0,double cheeseburger
1446,27510380,Fats,"Triple cheeseburger, 1/4 lb meat patties, with mayonnaise and ketchup, on bun",15.7898,18.59,8.6998,268.0,58.0,7.6989,62.4291,23.5669,12.9848,400.0,triple cheeseburger
1447,27510390,Fats,"Double bacon cheeseburger, 1/4 lb meat patties, on bun",15.58,15.52,15.77,265.0,47.0,6.517,52.7094,23.517,23.8038,290.0,double bacon cheeseburger
1448,27510400,Fats,"Bacon cheeseburger, 1/4 lb meat, with ketchup, on bun",16.84,16.1999,18.1498,286.0,52.0,7.462999999999999,50.9787,23.5524,25.3843,282.0,bacon cheeseburger
1449,27510410,Fats,"Hamburger, with chili, on bun",15.16,12.5398,18.87,252.0,43.0,4.8788,44.785,24.0635,29.9524,159.0,chiliburger
1450,27510425,Fats,"Double bacon cheeseburger, 1/4 lb meat patties, with mayonnaise, on bun",14.89,18.35,15.05,285.0,47.0,6.763999999999999,57.9474,20.8982,21.1228,299.0,double bacon cheeseburger
1451,27510430,Fats,"Double bacon cheeseburger, 1/4 lb meat patties, with mayonnaise and ketchup, on bun",13.67,16.77,14.08,262.0,43.0,6.1779,57.6069,20.8702,21.4962,335.0,double bacon cheeseburger
1452,27510435,Fats,"Double bacon cheeseburger, 1/3 lb meat patties, with mayonnaise, on bun",16.4898,20.4499,12.92,305.0,57.0,7.982,60.344,21.626,16.9443,413.0,sandwich
1453,27510440,Fats,"Bacon cheeseburger, 1/4 lb meat, with mayonnaise and ketchup, on bun",14.66,15.3698,16.14,262.0,46.0,6.657,52.797,22.3817,24.6412,255.0,bacon cheeseburger
1454,27510445,Fats,"Bacon cheeseburger, 1/3 lb meat, with ketchup, on bun",15.1999,13.51,19.5598,264.0,45.0,5.6059,46.0568,23.0302,29.6361,291.0,sandwich
1455,27510450,Fats,"Cheeseburger, 1/4 lb meat, with ham, on bun",18.34,15.34,15.47,278.0,56.0,6.581,49.6619,26.3885,22.259,219.0,cheeseburger with ham
1456,27510480,Fats,"Cheeseburger, 1/4 lb meat, with cheese sauce and grilled onions, on rye bun",12.44,12.55,17.26,234.0,35.0,4.6779,48.2692,21.265,29.5043,183.0,cheeseburger
1457,27510500,Carbs,"Hamburger, plain, on bun",16.52,12.01,31.5,297.0,33.0,4.493,36.3939,22.2492,42.4242,93.0,hamburger
1458,27510510,Carbs,"Hamburger, with ketchup, on bun",13.3,10.18,29.57,263.0,29.0,3.5669999999999997,34.8365,20.2281,44.9734,113.0,hamburger
1459,27510520,Fats,"Hamburger, with mayonnaise and ketchup, on bun",11.1899,10.22,22.9898,226.0,23.0,3.321,40.6991,19.8051,40.6899,153.0,hamburger
1460,27510530,Fats,"Hamburger, 1/4 lb meat, plain, on bun",17.5798,14.38,20.4499,287.0,49.0,5.54,45.0941,24.5015,28.5016,156.0,hamburger
1461,27510540,Fats,"Double hamburger, with ketchup, on bun",13.15,10.24,21.01,233.0,34.0,3.8929,39.5536,22.5751,36.0687,164.0,double hamburger
1462,27510560,Fats,"Hamburger, 1/4 lb meat, with mayonnaise and ketchup, on bun",11.34,12.3698,17.3298,226.0,33.0,3.972,49.2603,20.0708,30.6722,244.0,hamburger
1463,27510570,Fats,"Hamburger, 2-1/2 oz meat, with mayonnaise, on bun",10.91,10.46,18.39,214.0,28.0,3.4319,43.9907,20.3925,34.3738,178.0,hamburger
1464,27510590,Fats,"Hamburger, with mayonnaise, on bun",13.41,12.4,25.87,266.0,28.0,4.035,41.9549,20.1654,38.9023,115.0,hamburger
1465,27510600,Carbs,"Hamburger, slider, plain, on miniature bun",15.18,11.05,29.84,285.0,34.0,4.0819,34.8947,21.3053,41.8807,45.0,miniature hamburger
1466,27510620,Fats,"Hamburger, 1/4 lb meat, with ketchup, on bun",15.68,11.6,22.14,256.0,40.0,4.785,40.7813,24.5,34.5938,192.0,hamburger
1467,27510630,Fats,"Hamburger, 1/4 lb meat, with mayonnaise, on bun",13.74,15.01,17.69,265.0,39.0,4.836,50.9774,20.7396,26.7019,200.0,hamburger
1468,27510650,Fats,"Double hamburger, plain, on bun",17.5798,14.38,20.4499,287.0,49.0,5.54,45.0941,24.5015,28.5016,130.0,double cheeseburger
1469,27510660,Fats,"Double hamburger, with mayonnaise, on bun",13.88,15.41,16.5398,264.0,41.0,4.976,52.5341,21.0303,25.0603,159.0,double hamburger
1470,27510670,Fats,"Double hamburger, with mayonnaise and ketchup, on bun",12.0,14.34,17.5798,251.0,34.0,4.322,51.4183,19.1235,28.0156,197.0,double hamburger
1471,27510690,Fats,"Double hamburger, 1/4 lb meat patties, with mayonnaise and catsup, on double-decker bun",13.94,15.66,13.74,252.0,46.0,5.7728,55.9286,22.127,21.8095,333.0,double hamburger
1472,27510700,Fats,Meatball and spaghetti sauce submarine sandwich,15.6198,10.4,16.0598,225.0,42.0,4.1269,41.6,27.7685,28.5508,189.0,sandwich
1473,27510910,Carbs,Corned beef sandwich,14.43,7.23,19.73,206.0,34.0,2.74,31.5874,28.0194,38.3107,130.0,sandwich
1474,27510950,Fats,"Reuben sandwich (corned beef sandwich with sauerkraut, cheese, and thousand island dressing)",12.58,16.77,19.91,283.0,47.0,5.6189,53.3322,17.7809,28.1413,181.0,sandwich
1475,27511010,Carbs,Pastrami sandwich,12.32,3.6099,19.87,165.0,27.0,1.35,19.6904,29.8667,48.1697,134.0,sandwich
1476,27513010,Fats,Roast beef sandwich,17.1999,19.16,19.41,324.0,50.0,7.492000000000001,53.2222,21.2344,23.963,136.0,sandwich
1477,27513020,Fats,"Roast beef sandwich, with gravy",12.07,12.75,13.84,221.0,32.0,5.073,51.9231,21.8462,25.0498,222.0,sandwich
1478,27513040,Carbs,"Roast beef sub, with lettuce, tomato and mayo",11.64,6.16,19.3998,181.0,19.0,1.483,30.6298,25.7238,42.8725,240.0,sub sandwich
1479,27513041,Carbs,"Roast beef sub, with cheese, lettuce, tomato and mayo",11.93,7.33,18.68,190.0,23.0,2.2359999999999998,34.7211,25.1158,39.3263,294.0,sub sandwich
1480,27513050,Fats,"Roast beef sandwich, with cheese",18.17,19.92,17.17,325.0,55.0,8.5968,55.1631,22.3631,21.1323,175.0,sandwich
1481,27513060,Fats,"Roast beef sandwich, with bacon and cheese sauce",18.8599,20.71,19.68,346.0,55.0,8.2508,53.8699,21.8034,22.7514,189.0,sandwich
1482,27513070,Fats,French dip sandwich,12.3698,12.73,17.55,238.0,32.0,4.9169,48.1387,20.7896,29.4958,193.0,sandwich
1483,27515000,Carbs,"Steak sub, with lettuce and tomato",15.8698,5.8898,20.32,202.0,35.0,1.984,26.2417,31.4253,40.2376,186.0,sandwich
1484,27515010,Proteins,"Steak sandwich, plain, on roll",21.67,8.07,16.51,232.0,55.0,2.8319,31.306,37.3621,28.4655,142.0,sandwich
1485,27515020,Fats,"Steak and cheese sub, with lettuce and tomato",14.8698,8.08,17.23,204.0,39.0,3.4729,35.6471,29.1565,33.7843,265.0,sub sandwich
1486,27515040,Carbs,"Steak and cheese sub, plain",18.94,9.41,21.64,252.0,48.0,4.0118,33.6071,30.0635,34.3492,197.0,sub sandwich
1487,27515070,Fats,"Steak and cheese sub, with peppers and onions",16.3,10.02,18.2198,231.0,37.0,3.823,39.039,28.2251,31.5494,204.0,sub sandwich
1488,27515080,Carbs,Steak biscuit,13.63,9.3698,36.63,287.0,26.0,1.851,29.3826,18.9965,51.0523,118.0,sandwich
1489,27516010,Carbs,"Gyro sandwich (pita bread, beef, lamb, onion, tomato, yogurt dressing)",11.91,4.7698,18.44,167.0,25.0,1.23,25.7055,28.5269,44.1677,390.0,gyro
1490,27520130,Fats,"Grilled chicken club sandwich, with bacon, lettuce, tomato, and mayonnaise (Jerry's, Wendy's, McDonald's)",16.18,9.0,16.18,215.0,39.0,2.113,37.6744,30.1023,30.1023,246.0,sandwich
1491,27520150,Fats,"BLT (bacon, lettuce, and tomato sandwich), with mayonnaise",7.4599,10.2799,21.16,208.0,14.0,2.3189,44.4803,14.346,40.6923,164.0,sandwich
1492,27520160,Fats,"Chicken sandwich, with bacon, lettuce, tomato and mayonnaise, on multigrain roll",17.21,9.63,13.5398,211.0,42.0,2.833,41.0758,32.6256,25.6679,194.0,sandwich
1493,27520165,Fats,"Chicken (breaded, fried) club sandwich, with bacon, lettuce, tomato and creamy dressing (McDonald's)",11.41,14.25,23.02,265.0,24.0,2.81,48.3962,17.2226,34.7472,249.0,sandwich
1494,27520166,Fats,"Chicken (breaded, fried) club sandwich, with bacon, lettuce, tomato, cheese, and mayonnaise (McDonald's)",15.38,11.76,22.6099,257.0,38.0,3.3719,41.1829,23.9377,35.1905,254.0,sandwich
1495,27520170,Carbs,Bacon on biscuit (Hardee's),9.1798,13.6198,48.2599,352.0,12.0,2.782,34.8234,10.4316,54.8408,93.0,sandwich
1496,27520250,Carbs,Ham on biscuit (Hardee's),11.85,16.3,38.75,342.0,22.0,10.096,42.8947,13.8596,45.3216,106.0,sandwich
1497,27520300,Carbs,"Ham sandwich, with mayonnaise",12.21,9.88,24.82,240.0,29.0,2.3919,37.05,20.35,41.3667,112.0,sandwich
1498,27520310,Carbs,"Ham sandwich, with lettuce and margarine",11.5299,7.94,23.5398,215.0,27.0,2.0379,33.2372,21.451,43.795,127.0,sandwich
1499,27520320,Fats,"Ham and cheese sandwich, with lettuce and margarine",12.74,10.6198,20.8098,232.0,36.0,4.088,41.1975,21.9655,35.879,155.0,sandwich
1500,27520340,Fats,Ham salad sandwich,11.58,10.1899,19.85,220.0,23.0,1.993,41.686,21.0545,36.0909,141.0,sandwich
1501,27520350,Fats,"Grilled ham and cheese sandwich, made with margarine",13.69,11.98,22.78,256.0,41.0,4.482,42.1172,21.3906,35.5938,141.0,sandwich
1502,27520370,Fats,"Hot ham and cheese sandwich, on bun (Arby's, Burger King, Hardee's)",11.0299,11.3599,16.14,213.0,33.0,3.5779,47.9996,20.7134,30.3099,230.0,sandwich
1503,27520380,Fats,Ham and cheese on English muffin,17.51,12.1,18.35,253.0,47.0,7.117999999999999,43.0435,27.6838,29.0119,96.0,ham and cheese muffin
1504,27520390,Fats,"Ham and cheese submarine sandwich, with lettuce, tomato and mayonnaise",10.5,11.13,17.64,214.0,31.0,3.6309,46.8084,19.6262,32.972,320.0,sub sandwich
1505,27520410,Fats,"Cuban sandwich, (cubano)",17.8298,11.69,22.98,273.0,36.0,3.8199,38.5385,26.1242,33.6703,255.0,"sandwich (6"")"
1506,27520500,Carbs,"Pork sandwich, on white roll, with onions, dill pickles and barbecue sauce (McRib)",13.69,6.4,26.53,223.0,37.0,2.1979,25.8296,24.5561,47.5874,189.0,sandwich
1507,27520510,Carbs,"Pork barbecue sandwich, on bun",11.63,4.16,30.17,208.0,27.0,1.23,18.0,22.3654,58.0192,186.0,barbecue sandwich
1508,27520530,Carbs,"Pork sandwich, with gravy",11.0,3.9199,16.41,148.0,25.0,1.2568,23.8372,29.7297,44.3514,218.0,sandwich
1509,27520540,Fats,"Ham and cheese sandwich, with lettuce, tomato, and mayonnaise",11.06,12.96,19.16,238.0,31.0,4.149,49.0084,18.5882,32.2017,254.0,sandwich
1510,27540110,Carbs,"Roasted chicken sandwich, with mayonnaise",19.05,6.28,23.42,231.0,49.0,1.163,24.4675,32.987,40.5541,112.0,sandwich
1511,27540111,Carbs,"Roasted chicken sandwich, with cheese and mayonnaise",18.92,8.7599,21.16,243.0,53.0,3.003,32.4441,31.144,34.8313,136.0,sandwich
1512,27540120,Fats,"Chicken salad sandwich, with mayonnaise",13.55,9.89,19.7198,225.0,39.0,1.719,39.56,24.0889,35.0574,141.0,sandwich
1513,27540130,Carbs,Chicken barbecue sandwich (Carl's Jr.),17.28,4.8399,25.98,222.0,40.0,1.2409999999999999,19.6212,31.1351,46.8108,119.0,sandwich
1514,27540140,Carbs,"Fried chicken sandwich (Chick-fil-A, McDonald's)",13.94,11.3,32.35,289.0,25.0,2.063,35.1903,19.2941,44.7751,126.0,sandwich
1515,27540150,Fats,"Fried chicken sandwich, with lettuce, tomato and mayonnaise (Wendy's, Carl's Jr., Jack-in-the-Box, McDonald's, Burger King)",10.94,13.59,27.3998,276.0,29.0,2.4609,44.3152,15.8551,39.7099,234.0,sandwich
1516,27540151,Fats,"Fried chicken sandwich, with cheese, lettuce, tomato and mayonnaise",11.66,15.41,25.03,286.0,36.0,4.0209,48.493,16.3077,35.007,241.0,sandwich
1517,27540170,Fats,"Fried chicken sandwich, miniature, with mayonnaise (Chick-fil-A)",13.1999,15.93,29.51,316.0,27.0,2.7669,45.3703,16.7087,37.3544,52.0,miniature sandwich
1518,27540180,Carbs,"Fried chicken biscuit (Jimmy Dean, Hardee's)",11.2799,14.1899,37.13,321.0,21.0,2.3229,39.7848,14.056,46.2679,146.0,sandwich
1519,27540190,Fats,"Fried chicken sandwich, with lettuce and mayonnaise (McDonald's, Burger King, KFC)",10.94,13.59,27.3998,276.0,29.0,2.4609,44.3152,15.8551,39.7099,161.0,sandwich
1520,27540200,Carbs,"Chicken sandwich, fajita-style, on pita bread, with cheese, lettuce and tomato (Jack-in-the-Box)",10.3599,5.62,15.0398,153.0,23.0,2.1309,33.0588,27.0847,39.3197,207.0,sandwich
1521,27540210,Fats,"Fried chicken wrap sandwich, with cheese, lettuce, and creamy dressing (McDonald's)",11.51,15.46,26.1,290.0,32.0,4.3319,47.9793,15.8759,36.0,115.0,sandwich
1522,27540235,Proteins,"Grilled chicken sandwich, with lettuce, tomato, and mayonnaise-type salad dressing (BK Chicken Whopper)",17.34,4.57,16.78,182.0,40.0,0.9490000000000001,22.5989,38.1099,36.8791,272.0,Burger King sandwich
1523,27540240,Carbs,"Grilled chicken sandwich, on whole wheat roll, with lettuce, tomato and mayonnaise-type salad dressing (Hardee's, Jack-in-the-Box)",16.17,7.0,19.64,204.0,37.0,1.3168,30.8824,31.7059,38.5098,173.0,sandwich
1524,27540250,Carbs,"Grilled chicken sandwich, on whole wheat roll, with cheese, lettuce, tomato and non-mayonnaise type spread (Wendy's)",16.39,6.4199,19.42,199.0,43.0,2.3569999999999998,29.0347,32.9447,39.0352,242.0,Wendy's sandwich
1525,27540260,Proteins,"Grilled chicken sandwich, on oat bran bun, with lettuce, tomato, and mayonnaise",16.85,7.11,14.14,190.0,39.0,1.2728,33.6789,35.4737,29.7684,155.0,sandwich
1526,27540270,Carbs,"Grilled chicken sandwich, with lettuce, tomato, and non-mayonnaise type spread (Wendy's)",16.5798,3.8599,20.55,188.0,38.0,0.885,18.4782,35.2762,43.7234,225.0,Wendy's sandwich
1527,27540280,Proteins,"Grilled chicken sandwich, on bun, with cheese, lettuce, tomato and mayonnaise (McDonald's, Carl's Jr.)",17.42,6.3799,15.9499,195.0,44.0,2.1829,29.4457,35.7333,32.7177,213.0,McDonald's McGrilled sandwich
1528,27540290,Carbs,"Chicken submarine sandwich, with lettuce, tomato, and teriyaki sauce ",12.5299,5.86,15.6099,168.0,28.0,1.139,31.3929,29.8331,37.1664,287.0,sub sandwich
1529,27540291,Fats,"Chicken submarine sandwich, with cheese, lettuce, tomato, and mayonnaise",12.92,7.6699,14.7799,182.0,33.0,2.3199,37.9281,28.3956,32.4833,287.0,sub sandwich
1530,27540300,Fats,"Grilled chicken wrap, with cheese, lettuce, and creamy dressing (McDonald's)",17.3,9.16,20.0798,236.0,43.0,3.3309,34.9322,29.322,34.0336,122.0,sandwich
1531,27540310,Proteins,"Turkey sandwich, with mayonnaise",20.18,6.8799,18.5598,223.0,60.0,1.4559,27.7664,36.1973,33.2911,143.0,sandwich
1532,27540320,Fats,Turkey salad sandwich,14.25,9.7698,19.46,227.0,41.0,1.8,38.7349,25.1101,34.2907,141.0,sandwich
1533,27540330,Proteins,"Turkey sandwich, with gravy",14.24,2.99,11.6,135.0,40.0,0.835,19.9333,42.1926,34.3704,284.0,sandwich
1534,27540350,Fats,"Turkey submarine sandwich, with cheese, lettuce, tomato and mayo",10.66,8.83,17.76,195.0,26.0,2.7689999999999997,40.7538,21.8667,36.4308,277.0,Arby's Sub
1535,27541000,Fats,"Club sandwich, turkey, ham, roast beef, lettuce, tomato, and mayo",8.21,8.2599,15.5398,171.0,19.0,2.2149,43.4732,19.2047,36.3504,256.0,sandwich
1536,27541001,Fats,"Turkey, ham, and roast beef club sandwich with cheese, lettuce, tomato, and mayonnaise",8.97,10.05,14.64,186.0,25.0,3.4239,48.629,19.2903,31.4839,269.0,sandwich
1537,27550000,Fats,"Fish sandwich, on bun, with tartar sauce (Long John Silver, Burger King)",10.2898,12.4499,26.69,257.0,35.0,1.949,43.5989,16.0153,41.5409,140.0,sandwich
1538,27550100,Fats,"Fish sandwich, on bun, with cheese and tartar sauce (Hardee's, Long John Silver's, Carl's Jr., McDonald's)",11.26,14.64,26.39,279.0,37.0,2.833,47.2258,16.1434,37.8351,207.0,sandwich
1539,27550110,Carbs,"Crab cake sandwich, on bun",14.7898,10.0299,24.76,253.0,81.0,3.0939,35.6795,23.3831,39.1462,140.0,sandwich
1540,27550710,Carbs,"Tuna salad sandwich, with lettuce",9.8,4.2999,22.0798,165.0,14.0,0.73,23.454,23.7576,53.5268,167.0,sandwich
1541,27550720,Carbs,Tuna salad sandwich,10.3599,4.5598,23.26,174.0,15.0,0.774,23.5852,23.8159,53.4713,157.0,sandwich
1542,27550730,Fats,Tuna melt sandwich,10.8599,13.48,17.0,233.0,26.0,3.1949,52.0687,18.6436,29.1845,150.0,sandwich
1543,27550750,Fats,"Tuna salad submarine sandwich, with lettuce and tomato",12.33,12.0398,15.9499,218.0,28.0,2.059,49.7056,22.6239,29.2659,254.0,submarine sandwich
1544,27550751,Fats,"Tuna salad submarine sandwich, with cheese, lettuce and tomato",9.0398,10.77,16.34,198.0,21.0,2.963,48.9545,18.2622,33.0101,250.0,sandwich
1545,27560110,Carbs,"Bologna sandwich, with margarine",10.66,13.6999,32.67,300.0,21.0,4.008,41.0997,14.2133,43.56,83.0,sandwich
1546,27560120,Fats,"Bologna and cheese sandwich, with margarine",12.48,15.8599,26.8298,302.0,35.0,6.2519,47.2646,16.5298,35.5362,111.0,sandwich
1547,27560300,Carbs,Corn dog,7.9299,12.9499,29.71,267.0,36.0,3.7939999999999996,43.6513,11.88,44.5094,88.0,medium
1548,27560350,Fats,Pigs in a blanket (hot dog wrapped in dough),11.5398,21.5398,19.67,321.0,40.0,7.9028,60.392,14.3798,24.5109,85.0,pig in blanket
1549,27560500,Fats,"Italian sub, with lettuce, tomato, and mayo",7.7999,12.57,19.3998,223.0,20.0,3.2489999999999997,50.7309,13.9909,34.7978,223.0,sub sandwich
1550,27560650,Fats,"Sausage on biscuit (McDonald's, Hardee's, Jimmy Dean Sausage Biscuit)",9.6699,24.42,29.9898,371.0,28.0,7.4268,59.2399,10.4258,32.334,118.0,sandwich
1551,27560660,Fats,Sausage griddle cake sandwich (McDonald's Sausage McGriddles)),8.41,17.76,31.25,318.0,24.0,5.3629999999999995,50.2642,10.5786,39.3082,135.0,sandwich
1552,27560670,Fats,Sausage and cheese on English muffin (McDonald's Sausage McMuffin),13.2799,20.67,25.28,338.0,43.0,8.1518,55.0385,15.7159,29.9172,114.0,sandwich
1553,27560700,Fats,"Sausage on biscuit, diet (Weight Watchers Sausage Biscuit)",11.49,12.1999,21.5399,247.0,35.0,3.9159,44.4531,18.6073,34.8824,85.0,Weight Watchers sandwich (3 oz)
1554,27560705,Fats,"Sausage balls, made with biscuit mix and cheese",18.39,25.68,22.03,394.0,66.0,12.368,58.6599,18.6701,22.3655,14.0,ball
1555,27560710,Fats,Sausage sandwich,13.8698,15.3,25.09,295.0,43.0,4.7869,46.678,18.8065,34.0203,107.0,sandwich
1556,27560720,Fats,"Italian sausage sub, with marinara",11.96,13.66,19.71,253.0,26.0,4.6029,48.5929,18.9091,31.1621,189.0,sandwich
1557,27560910,Fats,"Cold cut submarine sandwich, with cheese, lettuce, tomato, and mayo",10.52,10.0398,20.43,213.0,27.0,3.5539,42.4217,19.7559,38.3662,254.0,sub sandwich
1558,27564060,Fats,"Hot dog, beef, plain, on bun",11.02,18.32,23.3298,306.0,33.0,6.7949,53.8824,14.4052,30.4965,100.0,hot dog on bun
1559,27564070,Fats,"Hot dog, beef, plain, on white bread",10.98,20.53,18.5598,306.0,38.0,7.7069,60.3824,14.3529,24.2612,85.0,hot dog on bread
1560,27564080,Fats,"Hot dog, beef, plain, on wheat bread",11.38,20.6099,18.69,308.0,38.0,7.742000000000001,60.2237,14.7792,24.2727,85.0,hot dog on bread
1561,27564100,Fats,"Hot dog, beef, plain, on white wheat bread",11.4,18.6298,19.19,292.0,35.0,7.077999999999999,57.4206,15.6164,26.2877,93.0,hot dog on bread
1562,27564110,Fats,"Hot dog, beef, plain,  on mutigrain bread",12.4499,19.44,18.9698,303.0,35.0,7.171,57.7426,16.4355,25.0426,93.0,hot dog on bread
1563,27564120,Fats,"Hot dog, beef and pork, plain, on bun",11.25,17.91,22.3298,299.0,30.0,6.6669,53.9097,15.0502,29.8726,100.0,hot dog on bun
1564,27564130,Fats,"Hot dog, beef and pork, plain, on white bread",11.24,20.0598,17.39,298.0,35.0,7.5579,60.5833,15.0872,23.3423,85.0,hot dog on bread
1565,27564140,Fats,"Hot dog, beef and pork, plain, on wheat bread",11.64,20.14,17.52,300.0,35.0,7.593,60.42,15.52,23.36,85.0,hot dog on bread
1566,27564160,Fats,"Hot dog, beef and pork, plain, on white wheat bread",11.64,18.1999,18.12,285.0,32.0,6.942,57.4734,16.3368,25.4316,93.0,hot dog on bread
1567,27564170,Fats,"Hot dog, beef and pork, plain, on multigrain bread",12.69,19.01,17.8998,296.0,32.0,7.035,57.8007,17.1486,24.1889,93.0,hot dog on bread
1568,27564240,Fats,"Hot dog, chicken, plain, on bun",13.69,10.9,22.9499,249.0,58.0,2.555,39.3976,21.992,36.8673,100.0,hot dog on bun
1569,27564250,Fats,"Hot dog, chicken, plain, on white bread",14.08,11.89,18.12,240.0,68.0,2.7679,44.5875,23.4667,30.2,85.0,hot dog on bread
1570,27564260,Fats,"Hot dog, chicken, plain, on wheat bread",14.48,11.97,18.25,242.0,68.0,2.8029,44.5165,23.9339,30.1653,85.0,hot dog on bread
1571,27564280,Fats,"Hot dog, chicken, plain, on white wheat bread",14.24,10.74,18.78,232.0,62.0,2.5639999999999996,41.6638,24.5517,32.3793,93.0,hot dog on bread
1572,27564290,Fats,"Hot dog, chicken, plain, on multigrain bread",15.2799,11.5398,18.5598,242.0,62.0,2.657,42.9166,25.256,30.6774,93.0,hot dog on bread
1573,27564300,Fats,"Hot dog, reduced fat, plain, on bun",11.46,13.41,22.2398,257.0,24.0,5.2839,46.9611,17.8366,34.6145,100.0,hot dog on bun
1574,27564310,Fats,"Hot dog, reduced fat, plain, on white bread",11.48,14.82,17.2898,250.0,28.0,5.947,53.352,18.368,27.6637,85.0,hot dog on bread
1575,27564320,Fats,"Hot dog, reduced fat, plain, on wheat bread",11.89,14.9,17.42,251.0,28.0,5.982,53.4263,18.9482,27.761,85.0,hot dog on bread
1576,27564340,Fats,"Hot dog, reduced fat, plain, on white wheat bread",11.8698,13.41,18.03,241.0,26.0,5.468999999999999,50.0788,19.7009,29.9253,93.0,hot dog on bread
1577,27564350,Fats,"Hot dog, reduced fat, plain, on multigrain bread",12.91,14.22,17.8098,251.0,26.0,5.5629,50.988,20.5737,28.3822,93.0,hot dog on bread
1578,27564360,Carbs,"Hot dog, fat free, plain, on bun",11.76,2.56,28.07,184.0,25.0,0.6779999999999999,12.5217,25.5652,61.0217,100.0,hot dog on bun
1579,27564370,Carbs,"Hot dog, fat free, plain, on white bread",11.84,2.1699,24.07,164.0,29.0,0.583,11.908,28.878,58.7073,85.0,hot dog on bread
1580,27564380,Carbs,"Hot dog, fat free, plain, on wheat bread",12.24,2.2599,24.21,166.0,29.0,0.617,12.2525,29.494,58.3373,85.0,hot dog on bread
1581,27564400,Carbs,"Hot dog, fat free, plain, on white wheat bread",12.1899,1.86,24.23,162.0,26.0,0.5660000000000001,10.3333,30.0985,59.8272,93.0,hot dog on bread
1582,27564410,Carbs,"Hot dog, fat free, plain, on multigrain bread",13.24,2.66,24.01,173.0,26.0,0.66,13.8382,30.6127,55.5145,93.0,hot dog on bread
1583,27564420,Carbs,"Hot dog, vegetarian (veggie dog), plain, on bun ",15.96,9.99,23.62,250.0,0.0,1.365,35.964,25.536,37.792,113.0,hot dog on bun
1584,27564430,Fats,"Hot dog, vegetarian (veggie dog), plain, on bread",16.62,10.72,19.52,242.0,0.0,1.3798,39.8678,27.4711,32.2645,98.0,hot dog on bread
1585,27564450,Fats,"Hot dog, with chili, on white bread",9.5,14.7799,13.23,226.0,31.0,5.376,58.858,16.8142,23.4159,149.0,hot dog on bread
1586,27564460,Fats,"Hot dog, with chili, on wheat bread",9.73,14.83,13.31,227.0,31.0,5.3948,58.7974,17.1454,23.4537,149.0,hot dog on bread
1587,27564480,Fats,"Hot dog, with chili, on white wheat bread",9.83,13.9499,13.88,222.0,29.0,5.121,56.5536,17.7117,25.009,157.0,hot dog on bread
1588,27564490,Fats,"Hot dog, with chili, on multigrain bread",10.4499,14.43,13.75,228.0,29.0,5.1768,56.9605,18.3332,24.1228,157.0,hot dog on bread
