,Food Code,Category,Food,Proteins (g),Fats (g),Carbs (g),Calories,Cholesterol,Saturated Fats (g),Total Fat (% Calories),Total Protein (% Calories),Total Carbohydrate (% Calories),Gram_Weight,Portion_Desc
2957,56201072,Fats,"Grits, corn or hominy, regular, with cheese, cooked with margarine",5.2599,6.5,11.1099,125.0,45.0,3.0049,46.8,16.8317,35.5517,240.0,cup
2958,56201081,Fats,"Grits, corn or hominy, quick, with cheese, cooked without fat",5.36,5.2199,11.31,115.0,45.0,2.7799,40.8514,18.6435,39.3391,235.0,cup
2959,56201082,Fats,"Grits, corn or hominy, quick, with cheese, cooked with margarine",5.2599,6.5,11.1099,125.0,45.0,3.0049,46.8,16.8317,35.5517,240.0,cup
2960,56201091,Carbs,"Grits, corn or hominy, instant, plain, with cheese, cooked without fat",4.12,4.0099,13.56,108.0,13.0,2.213,33.4158,15.2593,50.2222,235.0,cup
2961,56201092,Fats,"Grits, corn or hominy, instant, plain, with cheese, cooked with margarine",3.91,6.9,12.9,130.0,12.0,2.7239999999999998,47.7692,12.0308,39.6923,240.0,cup
2962,56201110,Carbs,"Grits, corn or hominy, quick, cooked (with salt, no fat added)",1.21,0.28,12.52,59.0,0.0,0.054000000000000006,4.2712,8.2034,84.8814,242.0,cup
2963,56201120,Carbs,"Grits, corn or hominy, quick, cooked (with salt and margarine)",1.1398,3.3799,11.73,82.0,0.0,0.6809999999999999,37.0965,5.56,57.2195,247.0,cup
2964,56201210,Carbs,"Grits, corn or hominy, instant, plain, cooked (no fat added)",1.3998,0.41,14.5299,69.0,0.0,0.069,5.3478,8.1148,84.2313,242.0,cup
2965,56201220,Carbs,"Grits, corn or hominy, instant, plain, cooked (with margarine)",1.32,4.04,13.69,97.0,0.0,0.804,37.4845,5.4433,56.4536,247.0,cup
2966,56201240,Carbs,"Grits, corn or hominy, instant, cheddar flavor, cooked (with milk, no fat added)",4.23,2.6699,17.59,109.0,6.0,1.2668,22.045,15.5229,64.5505,242.0,"cup, cooked"
2967,56201250,Carbs,"Grits, corn or hominy, instant, cheddar flavor, cooked, (with margarine)",1.51,4.73,13.17,98.0,0.0,1.0548,43.4388,6.1633,53.7551,247.0,"cup, cooked"
2968,56201510,Carbs,"Cornmeal mush, made with water",1.8,0.44,20.14,94.0,0.0,0.055999999999999994,4.2128,7.6596,85.7021,240.0,cup
2969,56201520,Carbs,"Cornmeal mush, fried",2.5,3.6699,27.9698,157.0,0.0,0.841,21.0376,6.3694,71.2606,51.0,strip or slice
2970,56201530,Carbs,"Cornmeal mush, made with milk",5.75,2.8999,21.6298,137.0,10.0,1.5930000000000002,19.0504,16.7883,63.1527,240.0,cup
2971,56201550,Carbs,Cornmeal dumpling,5.3098,4.65,25.3798,167.0,68.0,1.2608,25.0599,12.7181,60.7899,80.0,dumpling
2972,56201560,Carbs,"Cornmeal sticks, boiled (guanimes)",2.14,6.0499,31.17,184.0,0.0,5.051,29.5919,4.6522,67.7609,211.0,"cup, cooked"
2973,56201600,Carbs,"Cornmeal, lime-treated, cooked (Masa harina)",2.48,1.03,20.42,98.0,0.0,0.142,9.4592,10.1224,83.3469,240.0,cup
2974,56201700,Carbs,Cornstarch and milk cereal (Maizena),3.37,1.96,7.4298,61.0,7.0,1.1838,28.918,22.0984,48.72,250.0,cup
2975,56201750,Carbs,"Cornstarch, dry",0.26,0.05,91.2699,381.0,0.0,0.009000000000000001,0.1181,0.273,95.8214,8.0,tablespoon
2976,56202000,Carbs,"Millet, cooked (with salt, no fat added)",3.5,1.0,23.57,118.0,0.0,0.171,7.6271,11.8644,79.8983,174.0,cup
2977,56202100,Carbs,"Millet, cooked (with salt and margarine)",3.3199,4.04,22.39,140.0,0.0,0.7879999999999999,25.9714,9.4854,63.9714,179.0,cup
2979,56203010,Carbs,"Oatmeal, regular, cooked (with salt, no fat added)",2.1299,1.05,10.9499,61.0,0.0,0.18,15.4918,13.9666,71.8026,234.0,cup
2981,56203020,Carbs,"Oatmeal, quick, cooked (with salt, no fat added)",2.1299,1.05,10.9499,61.0,0.0,0.18,15.4918,13.9666,71.8026,234.0,cup
2982,56203050,Carbs,"Oatmeal, regular, cooked (with salt and margarine)",2.06,3.22,10.6198,79.0,0.0,0.619,36.6835,10.4304,53.7711,239.0,cup
2983,56203060,Carbs,"Oatmeal, quick, cooked (with salt and margarine)",2.06,3.22,10.6198,79.0,0.0,0.619,36.6835,10.4304,53.7711,239.0,cup
2984,56203070,Carbs,"Oatmeal, instant, cooked (with margarine)",2.3799,3.91,16.78,107.0,0.0,0.7559999999999999,32.8879,8.8968,62.729,185.0,"plain packet, prepared"
2985,56203110,Carbs,"Oatmeal with maple flavor, cooked",2.66,1.35,21.26,103.0,0.0,0.215,11.7961,10.3301,82.5631,240.0,cup
2986,56203200,Carbs,"Oatmeal with fruit, cooked",2.22,1.02,16.26,80.0,0.0,0.172,11.475,11.1,81.3,234.0,cup
2987,56203211,Carbs,"Oatmeal, regular, cooked (with salt and milk, no fat added)",5.19,2.8399,15.2898,107.0,7.0,1.272,23.887,19.4019,57.1581,234.0,"cup, cooked"
2988,56203212,Carbs,"Oatmeal, quick, cooked (made salt and milk, no fat added)",5.19,2.8399,15.2898,107.0,7.0,1.272,23.887,19.4019,57.1581,234.0,"cup, cooked"
2989,56203221,Carbs,"Oatmeal, regular, cooked (with salt, milk, and margarine)",5.03,4.9,14.83,123.0,7.0,1.665,35.8537,16.3577,48.2276,239.0,"cup, cooked"
2990,56203222,Carbs,"Oatmeal, quick, cooked (with salt, milk, and margarine)",5.03,4.9,14.83,123.0,7.0,1.665,35.8537,16.3577,48.2276,239.0,"cup, cooked"
2991,56203223,Carbs,"Oatmeal, instant, cooked (with salt, milk, and margarine)",4.74,5.23,19.9898,141.0,5.0,1.588,33.383,13.4468,56.7087,239.0,"cup, cooked"
2992,56203610,Carbs,"Oatmeal, multigrain, cooked (with salt, no fat added)",2.14,0.49,13.88,63.0,0.0,0.098,7.0,13.5873,88.127,234.0,cup
2994,56203620,Carbs,"Oatmeal, multigrain, cooked (with salt and margarine)",2.0699,2.4399,13.47,78.0,0.0,0.493,28.1527,10.6149,69.0769,239.0,"cup, cooked"
2995,56204005,Carbs,"Quinoa, cooked (with salt, no fat added)",4.3799,1.9098,21.21,120.0,0.0,0.23,14.3235,14.5997,70.7,185.0,"cup, cooked"
2996,56204010,Carbs,"Quinoa, cooked (with salt and margarine)",4.1798,4.74,20.2198,140.0,0.0,0.809,30.4714,11.9423,57.7709,185.0,"cup, cooked"
3001,56205010,Carbs,"Rice, white, cooked (no salt or fat added)",2.6699,0.28,27.9898,129.0,0.0,0.077,1.9535,8.2788,86.7901,158.0,cup
3008,56205050,Carbs,"Rice cereal (cream of rice), cooked (with salt, no fat added)",1.2,0.1,15.74,71.0,0.0,0.026000000000000002,1.2676,6.7606,88.6761,244.0,cup
3009,56205060,Carbs,"Rice, cooked with milk",5.07,2.0699,25.03,142.0,7.0,1.1979,13.1191,14.2817,70.507,200.0,cup
3010,56205080,Carbs,"Rice, creamed, made with milk and sugar, Puerto Rican style",2.1899,0.9,17.48,87.0,3.0,0.519,9.3103,10.0685,80.3678,245.0,cup
3011,56205110,Carbs,"Rice, brown, cooked (no salt or fat added)",2.5699,0.9,22.84,110.0,0.0,0.179,7.3636,9.3451,83.0545,195.0,cup
3013,56205150,Carbs,"Rice, yellow, cooked (with salt, no fat added)",1.8,0.45,19.1,88.0,0.0,0.0,4.6023,8.1818,86.8182,158.0,cup
3014,56205170,Carbs,"Rice, yellow, cooked (with salt and margarine)",1.76,2.4599,18.69,104.0,0.0,0.38,21.2876,6.7692,71.8846,163.0,cup
3015,56205190,Carbs,"Rice, white, glutinous",2.0099,0.19,20.9698,96.0,0.0,0.039,1.7813,8.3746,87.3742,174.0,cup
3016,56205210,Carbs,"Rice, wild, cooked (with salt, no fat added)",3.97,0.34,21.21,100.0,0.0,0.049,3.06,15.88,84.84,164.0,cup
3019,56205300,Carbs,"Rice, white and wild blend, cooked without fat",2.21,0.19,21.0,97.0,0.0,0.047,1.7629,9.1134,86.5979,166.0,cup
3020,56205310,Carbs,"Rice, brown and wild blend, cooked without fat",2.75,0.82,22.6298,109.0,0.0,0.162,6.7706,10.0917,83.0451,151.0,cup
3021,56205320,Carbs,"Rice, white and wild blend, cooked with margarine",2.1699,2.16,20.6099,112.0,0.0,0.41700000000000004,17.3571,7.7496,73.6068,168.0,cup
3022,56205340,Carbs,"Rice, brown and wild blend, cooked with margarine",2.68,3.12,22.1099,127.0,0.0,0.462,22.1102,8.4409,69.6375,155.0,cup
3023,56205410,Carbs,"Rice, white, cooked with oil, Puerto Rican style",2.85,6.15,31.94,198.0,0.0,0.8420000000000001,27.9545,5.7576,64.5253,155.0,cup
3024,56207010,Carbs,"Cream of wheat, regular, cooked (with salt, no fat added)",1.24,0.18,9.0398,44.0,0.0,0.027999999999999997,3.6818,11.2727,82.18,251.0,cup
3025,56207019,Carbs,"Cream of wheat, regular, dry",10.08,1.47,73.64,350.0,0.0,0.231,3.78,11.52,84.16,173.0,cup
3026,56207020,Carbs,"Cream of wheat, quick, cooked (with salt, no fat added)",1.4098,0.17,8.88,44.0,0.0,0.027999999999999997,3.4773,12.8164,80.7273,239.0,cup
3027,56207030,Carbs,"Cream of wheat, instant, cooked (no fat added)",1.6,0.21,11.44,55.0,0.0,0.034,3.4364,11.6364,83.2,241.0,cup
3029,56207060,Carbs,"Cream of wheat, instant, cooked (with margarine)",1.54,3.1,10.92,79.0,0.0,0.618,35.3165,7.7975,55.2911,145.0,"packet (1 oz), prepared"
3030,56207110,Carbs,"Bulgur (wheat pilaf), cooked (with salt, no fat added)",3.06,0.24,18.48,83.0,0.0,0.042,2.6024,14.747,89.0602,135.0,cup
3032,56207120,Carbs,"Bulgur (wheat pilaf), cooked (with salt and margarine)",2.87,4.15,17.32,112.0,0.0,0.833,33.3482,10.25,61.8571,136.0,cup
3033,56207150,Carbs,"Couscous, plain, cooked (with salt, no fat added)",3.77,0.16,23.1099,111.0,0.0,0.028999999999999998,1.2973,13.5856,83.2789,157.0,cup
3035,56207180,Carbs,"Couscous, plain, cooked (with salt and margarine)",3.5699,5.5998,21.85,154.0,0.0,0.74,32.7261,9.2725,56.7532,162.0,cup
3036,56207200,Carbs,"Whole wheat cereal (Roman Meal, Branola, Wheatena), cooked (with salt, no fat added)",1.52,0.27,10.1999,46.0,0.0,0.040999999999999995,5.2826,13.2174,88.6948,246.0,cup
3037,56207210,Carbs,"Whole wheat cereal (Roman Meal, Branola, Wheatena), cooked (with salt and margarine)",1.48,2.68,9.89,66.0,0.0,0.527,36.5455,8.9697,59.9394,251.0,cup
3038,56207220,Carbs,"Cream of wheat,  regular, cooked (with salt and margarine)",1.2,2.62,8.7599,64.0,0.0,0.523,36.8438,7.5,54.7494,251.0,cup
3039,56207230,Carbs,"Cream of wheat,  quick, cooked (with salt and margarine)",1.37,2.6099,8.6098,64.0,0.0,0.521,36.7017,8.5625,53.8113,244.0,cup
3040,56207300,Carbs,"Maltex or Malt-O-Meal, cooked (with salt, no fat added)",2.0499,0.37,13.7898,63.0,0.0,0.055,5.2857,13.0152,87.5543,249.0,cup
3041,56207330,Carbs,"Maltex or Malt-O-Meal, cooked (with salt and margarine)",1.94,4.5198,12.98,96.0,0.0,0.895,42.3731,8.0833,54.0833,254.0,cup
3043,56208510,Carbs,"Oat bran cereal, cooked (with salt and margarine)",2.2799,3.33,8.72,54.0,0.0,0.662,55.5,16.8881,64.5926,247.0,cup
3044,56208530,Carbs,"Oat bran cereal, cooked (with salt and milk, no fat added)",5.7,2.9199,13.82,84.0,7.0,1.3769999999999998,31.2846,27.1429,65.8095,242.0,cup
3045,56208540,Carbs,"Oat bran cereal, cooked, cooked (with salt, milk, and margarine)",5.5198,5.1699,13.39,102.0,7.0,1.806,45.6168,21.6463,52.5098,247.0,cup
3047,56210000,Carbs,Nestum cereal,2.6699,1.6,12.63,75.0,0.0,0.326,19.2,14.2395,67.36,245.0,"cup, cooked"
3048,56299901,Carbs,"Oatmeal, instant, plain, cooked (no fat added)",2.2566,1.304,13.1554,68.2432,0.0,0.2546,17.1973,13.2268,77.1089,148.0,"packet, prepared"
3049,56299902,Carbs,"Oatmeal, instant, cinnamon and spice, cooked (no fat added)",2.6,1.3211,20.7515,100.6059,0.0,0.2096,11.8183,10.3374,82.5061,165.0,"packet, prepared"
3050,56299903,Carbs,"Oatmeal, instant, raisins and spice, cooked (no fat added)",2.2682,1.0791,20.4817,96.3413,0.0,0.1713,10.0807,9.4174,85.0381,164.0,"packet, prepared"
3051,56299904,Carbs,"Oatmeal, instant, plain, cooked (with milk, no fat added)",4.9105,2.8969,16.884,108.0,6.5065,1.2736,24.1408,18.187,62.5333,150.0,"packet, prepared"
3052,56299905,Carbs,"Oatmeal, instant, cinnamon and spice, cooked (with milk, no fat added)",4.9795,2.7517,24.0094,135.9281,5.8442,1.1254,18.2194,14.6533,70.6532,167.0,"packet, prepared"
3053,56299906,Carbs,"Oatmeal, instant, raisins and spice, cooked (with milk, no fat added)",4.6661,2.5213,23.7625,131.9276,5.8795,1.093,17.2001,14.1475,72.0471,166.0,"packet, prepared"
3054,56299907,Carbs,"Oatmeal, instant, plain, cooked (with soymilk, no fat added)",4.3333,2.48,16.9666,102.0,0.0,0.4173,21.8824,16.9933,66.5357,150.0,"packet, prepared"
3055,56299908,Carbs,"Oatmeal, instant, cinnamon and spice, cooked (with soymilk, no fat added)",4.461,2.3772,24.0838,130.5389,0.0,0.3562,16.3896,13.6695,73.7981,167.0,"packet, prepared"
3056,56299909,Carbs,"Oatmeal, instant, raisins and spice, cooked (with soymilk, no fat added)",4.1444,2.1444,23.8372,126.506,0.0,0.3192,15.2559,13.1042,75.371,166.0,"packet, prepared"
3057,57101000,Carbs,All-Bran Cereal,13.14,4.9,74.2399,260.0,0.0,0.64,16.9615,20.2154,114.2152,62.0,cup
3058,57101020,Carbs,All-Bran with Extra Fiber Cereal,11.3,3.5,77.0,192.0,0.0,0.6,16.4063,23.5417,160.4167,60.0,cup
3059,57102000,Carbs,Alpen Cereal ,11.1999,3.2999,75.7,352.0,0.0,0.496,8.4372,12.7272,86.0227,113.0,cup
3060,57103000,Carbs,Alpha-Bits Cereal ,10.0,4.5998,80.2998,389.0,0.0,1.1,10.6422,10.2828,82.5705,32.0,cup
3061,57103020,Carbs,Alpha-bits with marshmallows cereal,5.9,3.2999,86.7,398.0,0.0,0.6,7.4621,5.9296,87.1357,29.0,cup
3062,57103050,Carbs,Amaranth Flakes Cereal ,15.5398,7.0,71.15,353.0,0.0,1.3248,17.847,17.6088,80.6232,38.0,cup
3063,57103100,Carbs,Apple Cinnamon Cheerios Cereal,7.5998,5.7,81.2998,387.0,0.0,1.0,13.2558,7.8551,84.0308,40.0,cup
3064,57103500,Carbs,Apple Cinnamon Squares Mini-Wheats Cereal,7.2,1.8,80.0999,331.0,0.0,0.4,4.8943,8.7009,96.7975,73.0,cup
3065,57104000,Carbs,Apple Jacks Cereal,5.0998,3.3999,88.2,375.0,0.0,1.8998,8.1598,5.4398,94.08,28.0,cup
3066,57106050,Carbs,Banana Nut Crunch Cereal ,9.9,9.6998,73.0,406.0,0.0,1.3,21.502,9.7537,71.9212,59.0,cup
3067,57106060,Carbs,Banana Nut Cheerios,5.5,4.0,84.5999,374.0,0.0,0.7,9.6257,5.8824,90.4812,37.0,cup
3068,57106100,Carbs,Basic 4 Cereal ,6.7,3.8999,79.2,358.0,0.0,1.3,9.8042,7.486,88.4916,55.0,cup
3069,57106250,Carbs,Berry Berry Kix Cereal ,6.2,4.2,83.7998,376.0,0.0,0.6,10.0532,6.5957,89.1487,33.0,cup
3070,57106260,Carbs,Berry Burst Cheerios Cereal ,8.8,4.5,80.5,378.0,0.0,1.0,10.7143,9.3122,85.1852,36.0,cup
3071,57106530,Carbs,Blueberry Morning Cereal ,6.5,5.2999,81.5999,395.0,0.0,0.6,12.0757,6.5823,82.6328,55.0,cup
3072,57107000,Carbs,Booberry Cereal ,5.5,4.2999,85.4,386.0,0.0,0.5,10.0257,5.6995,88.4974,33.0,cup
3073,57110000,Carbs,All-Bran Bran Buds Cereal ,8.9,2.5,81.0,257.0,0.0,0.5,8.7549,13.8521,126.07,90.0,cup
3074,57111000,Carbs,Bran Chex Cereal ,7.7999,3.2,82.7,342.0,0.0,0.6,8.4211,9.1227,96.7251,49.0,cup
3075,57117000,Carbs,Cap'n Crunch Cereal ,4.3898,5.12,85.51,398.0,0.0,3.346,11.5779,4.4119,85.9397,36.0,cup
3076,57117500,Carbs,Cap'n Crunch's Christmas Crunch Cereal ,4.44,4.83,85.92,397.0,0.0,3.0810000000000004,10.9496,4.4736,86.5693,38.0,cup
3077,57119000,Carbs,Cap'n Crunch's Crunch Berries Cereal ,4.45,4.83,85.9,397.0,0.0,3.076,10.9496,4.4836,86.5491,35.0,cup
3078,57120000,Carbs,Cap'n Crunch's Peanut Butter Crunch Cereal ,7.0998,9.23,78.65,417.0,0.0,4.0499,19.9209,6.8104,75.4436,36.0,cup
3079,57123000,Carbs,Cheerios Cereal ,12.09,6.73,73.23,378.0,0.0,1.5,16.0238,12.7937,77.4921,28.0,cup
3080,57124050,Carbs,Chex Cinnamon,5.0,6.5899,82.4,403.0,0.0,0.6,14.7169,4.9628,81.7866,39.0,cup
3081,57124100,Carbs,Chocolate Cheerios,5.69,5.0899,83.4,379.0,0.0,1.0,12.0868,6.0053,88.0211,36.0,cup
3082,57124200,Carbs,Chocolate flavored frosted puffed corn cereal,3.3399,3.5,87.2,405.0,0.0,0.961,7.7778,3.2987,86.1235,30.0,cup
3083,57124300,Carbs,Chocolate Lucky Charms,5.7999,4.5,83.7,378.0,0.0,0.8,10.7143,6.1375,88.5714,37.0,cup
3084,57124500,Carbs,Cinnamon Grahams Cereal,5.0,2.7999,86.0,378.0,0.0,0.5,6.6664,5.291,91.0053,40.0,cup
3085,57125000,Carbs,Cinnamon Toast Crunch Cereal ,5.2698,10.1,79.01,410.0,0.0,1.1,22.1707,5.1413,77.0829,40.0,cup
3086,57125010,Carbs,Cinnamon Toast Crunch Reduced Sugar Cereal ,5.2999,10.1,77.5,388.0,0.0,1.7080000000000002,23.4278,5.4638,79.8969,40.0,cup
3087,57125900,Carbs,Honey Nut Clusters Cereal ,7.7,2.0,85.2,374.0,0.0,0.5,4.8128,8.2353,91.123,55.0,cup
3088,57126000,Carbs,Cocoa Krispies Cereal ,4.5998,2.7,87.9,389.0,0.0,2.1,6.2468,4.7299,90.3856,41.0,cup
3089,57126500,Carbs,Cocoa Blasts Cereal,3.6699,3.54,88.7,394.0,0.0,0.95,8.0863,3.7258,90.0508,33.0,cup
3090,57127000,Carbs,Cocoa Pebbles Cereal ,4.7999,4.0998,85.7,397.0,0.0,3.6,9.2943,4.8362,86.3476,39.0,cup
3091,57128000,Carbs,Cocoa Puffs Cereal ,5.5998,5.2,83.7,383.0,0.0,1.0,12.2193,5.8484,87.4151,36.0,cup
3092,57128005,Carbs,"Cocoa Puffs, reduced sugar",5.5998,5.2,83.7,383.0,0.0,1.0,12.2193,5.8484,87.4151,32.0,cup
3093,57128880,Carbs,Complete Oat Bran Flakes Cereal,11.0,3.5,77.0,350.0,0.0,0.8,9.0,12.5714,88.0,40.0,cup
3094,57130000,Carbs,Cookie-Crisp Cereal ,5.2,4.4,84.5,380.0,0.0,0.8,10.4211,5.4737,88.9474,35.0,cup
3095,57131000,Carbs,Crunchy Corn Bran Cereal,6.37,4.0598,83.68,331.0,0.0,2.0299,11.0387,7.6979,101.1239,36.0,cup
3096,57132000,Carbs,Corn Chex Cereal ,6.4,2.3999,84.9,370.0,0.0,0.4,5.8376,6.9189,91.7838,31.0,cup
3097,57134090,Carbs,"Corn flakes cereal, low sodium ",7.7,0.3,88.7998,399.0,0.0,0.040999999999999995,0.6767,7.7193,89.0224,25.0,cup
3098,57135000,Carbs,Corn flakes cereal,7.5,0.4,84.0999,357.0,0.0,0.11599999999999999,1.0084,8.4034,94.2296,28.0,cup
3099,57137000,Carbs,Corn Puffs Cereal ,7.69,3.4599,82.8199,357.0,0.0,0.5760000000000001,8.7224,8.6162,92.7954,19.0,cup
3100,57138000,Carbs,Total Corn Flakes Cereal ,6.0499,1.61,85.5499,373.0,0.0,0.4,3.8847,6.4878,91.7425,22.0,cup
3101,57139000,Carbs,Count Chocula Cereal,5.4,4.69,84.5,383.0,0.0,0.6,11.0209,5.6397,88.2507,36.0,cup
3102,57143000,Carbs,Cracklin' Oat Bran Cereal,9.1998,14.1,70.2998,395.0,0.0,6.2,32.1266,9.3163,71.1897,73.0,cup
3103,57143500,Carbs,Cranberry Almond Crunch Cereal,8.9,5.9,76.5999,384.0,0.0,0.8,13.8281,9.2708,79.7916,57.0,cup
3104,57144000,Carbs,Crisp Crunch Cereal,4.3898,5.12,85.51,398.0,0.0,3.346,11.5779,4.4119,85.9397,30.0,cup
3105,57148000,Carbs,Crispix Cereal,5.7,1.1,86.9,369.0,0.0,0.3,2.6829,6.1789,94.2005,29.0,cup
3106,57148500,Carbs,Crispy Brown Rice Cereal ,6.69,1.26,86.2198,364.0,0.0,0.36,3.1154,7.3516,94.747,32.0,cup
3107,57148600,Carbs,Harmony Cereal,11.0,2.2,79.0,365.0,0.0,0.5,5.4247,12.0548,86.5753,44.0,cup
3108,57151000,Carbs,Crispy Rice,6.69,1.26,86.2198,364.0,0.0,0.36,3.1154,7.3516,94.747,26.0,cup
3109,57160000,Carbs,Curves Fruit and Nut Crunch Cereal,6.12,3.06,85.4399,347.0,0.0,0.389,7.9366,7.0548,98.4898,49.0,cup
3110,57201800,Carbs,Disney Cereal,3.33,1.6699,90.0,388.0,0.0,0.0,3.8735,3.433,92.7835,29.0,cup
3111,57201900,Carbs,Dora the Explorer Cereal,5.5998,5.7,82.7998,366.0,0.0,1.0,14.0164,6.12,90.4916,36.0,cup
3112,57206000,Carbs,Familia Cereal,9.5,6.2999,73.7998,388.0,0.0,0.711,14.6132,9.7938,76.0823,122.0,cup
3113,57206700,Carbs,Fiber One Cereal,6.69,2.2,84.59,200.0,0.0,0.32899999999999996,9.9,13.38,169.18,60.0,cup
3114,57206705,Carbs,Fiber One Caramel Delight,5.7999,5.7999,82.6898,344.0,0.0,1.2,15.1742,6.7441,96.1509,50.0,cup
3115,57206710,Carbs,Fiber One Honey Clusters,6.5,2.5,85.1898,302.0,0.0,0.4,7.4503,8.6093,112.8342,52.0,cup
3116,57206715,Carbs,Fiber One Raisin Bran Clusters,5.5,2.3999,85.4,309.0,0.0,0.401,6.99,7.1197,110.5502,55.0,cup
3117,57206800,Carbs,Fiber 7 Flakes Cereal,14.44,1.4098,78.15,353.0,0.0,0.261,3.5944,16.3626,88.5552,37.0,cup
3118,57208000,Carbs,Complete Wheat Bran Flakes Cereal,10.1999,2.5,81.5999,327.0,0.0,0.4,6.8807,12.4769,99.8164,39.0,cup
3119,57209000,Carbs,Natural Bran Flakes Cereal,10.3,2.2,79.2998,322.0,0.0,0.4,6.1491,12.795,98.5091,40.0,cup
3120,57211000,Carbs,Frankenberry Cereal,5.5,4.2999,85.4,386.0,0.0,0.5,10.0257,5.6995,88.4974,33.0,cup
3121,57212100,Carbs,French Toast Crunch Cereal,6.25,10.94,77.5499,438.0,0.0,0.5920000000000001,22.4795,5.7078,70.8218,43.0,cup
3122,57213000,Carbs,Froot Loops Cereal,5.2999,3.3999,88.0,375.0,0.0,1.8,8.1598,5.6532,93.8667,29.0,cup
3123,57213005,Carbs,Froot Loops Cereal Straws,5.4,11.4,78.4,438.0,17.0,5.9,23.4247,4.9315,71.5982,10.0,straw
3124,57213850,Carbs,Frosted Cheerios Cereal,8.0998,4.2,81.7,378.0,0.0,1.0,10.0,8.5712,86.455,37.0,cup
3125,57214000,Carbs,Frosted Mini-Wheats Cereal,9.1998,1.6,84.4,350.0,0.0,0.4,4.1143,10.5141,96.4571,53.0,cup
3126,57214100,Carbs,Frosted Wheat Bites Cereal,7.7999,1.8998,83.7998,352.0,0.0,0.3,4.8574,8.8635,95.227,57.0,cup
3127,57215000,Carbs,Frosty O's Cereal,8.0998,4.2,81.7,378.0,0.0,1.0,10.0,8.5712,86.455,34.0,cup
3128,57218000,Carbs,Frosted Rice Krispies Cereal,4.2999,0.4,91.2998,384.0,0.0,0.1,0.9375,4.4791,95.104,40.0,cup
3129,57221000,Carbs,"Fruit & Fibre (fiber) Cereal with dates, raisins, and walnuts",7.0998,5.5998,76.2,385.0,0.0,0.8,13.0904,7.3764,79.1688,55.0,cup
3130,57221650,Carbs,Fruit Harvest Cereal,6.5,1.0,86.0,355.0,0.0,0.2,2.5352,7.3239,96.9014,40.0,cup
3131,57221800,Carbs,Fruit Whirls Cereal ,5.2999,3.3999,88.0,375.0,0.0,1.8,8.1598,5.6532,93.8667,28.0,cup
3132,57221810,Carbs,Fruity Cheerios Cereal,5.7999,4.5899,84.1898,381.0,0.0,0.69,10.8423,6.0891,88.3882,36.0,cup
3133,57223000,Carbs,Fruity Pebbles Cereal,4.5998,4.0,86.0999,402.0,0.0,3.6,8.9552,4.5769,85.6715,40.0,cup
3134,57224000,Carbs,Golden Grahams Cereal,5.2999,3.2,85.0999,374.0,0.0,0.4,7.7005,5.6683,91.0159,40.0,cup
3135,57228000,Fats,"Granola, homemade",14.85,24.0598,53.25,489.0,0.0,4.0579,44.2818,12.1472,43.5583,122.0,cup
3136,57229000,Carbs,"Granola, lowfat",8.6998,5.7,80.9,389.0,0.0,1.3998,13.1877,8.9458,83.1877,98.0,cup
3137,57229500,Carbs,"Granola with Raisins, lowfat",9.0,5.2,80.0999,381.0,0.0,1.2,12.2835,9.4488,84.0944,90.0,cup
3138,57230000,Carbs,Grape-Nuts Cereal,10.9,2.1,81.9,351.0,0.0,0.4,5.3846,12.4217,93.3333,116.0,cup
3139,57231000,Carbs,Grape-Nut Flakes Cereal,9.4,3.7,82.0,376.0,0.0,0.5,8.8564,10.0,87.234,39.0,cup
3140,57231200,Carbs,"Great Grains, Raisin, Date, and Pecan Whole Grain Cereal",7.9,7.0998,74.2998,378.0,0.0,0.8,16.9043,8.3598,78.6241,72.0,cup
3141,57231250,Carbs,Great Grains Double Pecan Whole Grain Cereal,9.0,10.5,73.0,403.0,0.0,1.0,23.4491,8.933,72.4566,104.0,cup
3142,57237100,Carbs,Honey Bunches of Oats Cereal,7.12,5.4599,81.1898,398.0,0.0,0.693,12.3465,7.1558,81.5978,40.0,cup
3143,57237200,Carbs,Honey Bunches of Oats with Vanilla Clusters,7.9,5.0998,82.2,393.0,0.0,0.6,11.6789,8.0407,83.6641,56.0,cup
3144,57237300,Carbs,Honey Bunches of Oats with Almonds Cereal,7.7,7.2999,79.5999,409.0,0.0,0.8,16.0633,7.5306,77.8483,43.0,cup
3145,57237310,Carbs,Honey Bunches of Oats with Pecan Bunches,7.0,5.5998,82.0,401.0,0.0,0.6,12.5681,6.9825,81.7955,52.0,cup
3146,57238000,Carbs,"Honeycomb Cereal, plain",6.2999,3.0,86.5,396.0,0.0,1.3,6.8182,6.3635,87.3737,22.0,cup
3147,57239000,Carbs,"Honeycomb Cereal, strawberry",6.2999,3.0,86.5,396.0,0.0,1.3,6.8182,6.3635,87.3737,22.0,cup
3148,57239100,Carbs,Honey Crunch Corn Flakes Cereal,6.7999,1.8998,87.0,385.0,0.0,0.3,4.4411,7.0648,90.3896,40.0,cup
3149,57240100,Carbs,Honey Nut Chex Cereal,6.25,3.1299,87.5,375.0,0.0,0.529,7.5118,6.6667,93.3333,40.0,cup
3150,57241000,Carbs,Honey Nut Cheerios Cereal,8.8,4.7,79.9,376.0,0.0,1.0,11.25,9.3617,85.0,37.0,cup
