Action,Food_Item_ID,foodcode,modcode,foodname,All Foods,Beverages,"Breads, cereals, bakery items",Pasta and rice*,Fruits*,Vegetables*,Dairy*,"Meat, poultry, fish, eggs, and soy*",Meals and entrees (mixed dishes),Snacks,Additions to foods**,Fast foods,Sweets and desserts,Recipe Ingredients,,
,,27450090,000000,"Tuna salad, with cheese, mayonnaise",X,,,,,,,,X,,,,,,,
,,27450090,207602,"Tuna salad, with cheese, low-calorie mayonnaise-type dressing (Miracle Whip Light)",X,,,,,,,,X,,,,,,,
,,27450100,000000,"Tuna salad, with egg, mayonnaise",X,,,,,,,X,X,,,,,,,
,,27450100,100026,"Tuna salad, with egg, low-calorie mayonnaise-type dressing (Miracle Whip Light)",X,,,,,,,X,X,,,,,,,
,,27450100,201154,"Tuna salad, with egg, fat free mayonnaise-type dressing (Miracle Whip Fat Free)",X,,,,,,,X,X,,,,,,,
,,27450100,202694,"Tuna salad, with egg, low-calorie mayonnaise ",X,,,,,,,X,X,,,,,,,
,,27450100,205734,"Tuna salad, with egg, mayonnaise-type dressing (Miracle Whip)",X,,,,,,,X,X,,,,,,,
,,27450110,000000,"Salad, shrimp, egg, lettuce, tomato, carrots, no dressing",X,,,,,,,,X,,,X,,,,
,,27450130,000000,"Crab salad, with imitation crab",X,,,,,,,,X,,,,,,,
,,27450190,000000,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",X,,,,,X,,,X,,,,,,,
,,27450210,000000,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",X,,,,,X,,,X,,,,,,,
,,27450250,000000,Oysters Rockefeller,X,,,,,,,X,X,,,,,,,
,,27450310,000000,Lomi salmon,X,,,,,,,X,X,,,,,,,
,,27450410,000000,Szechuan shrimp,X,,,,,,,X,X,,,,,,,
,,27450420,000000,"Shrimp and vegetable stir fry, in soy-based sauce, with snow peas, water chestnuts, onion, and celery",X,,,,,,,X,X,,,,,,,
,,27450450,000000,"Shrimp creole, no rice, with margarine ",X,,,,,,,X,X,,,,,,,
,,27450450,206275,"Shrimp creole, no rice, with vegetable oil ",X,,,,,,,X,X,,,,,,,
,,27450470,000000,Kung Pao shrimp,X,,,,,,,X,X,,,,,,,
,,27450510,000000,"Tuna casserole, with vegetables and mushroom soup, no noodles",X,,,,,,,,X,,,,,,,
,,27460100,000000,Lau lau (pork and fish wrapped in taro or spinach leaves),X,,,,,,,X,X,,,,,,,
,,27460750,000000,"Liver, beef or calves, and onions",X,,,,,,,X,X,,,,,,,
,,27464000,000000,"Gumbo, without rice, with shellfish, pork, and/or poultry (New Orleans style)",X,,,,,,,X,X,,,,,,,
,,27510110,000000,"Sloppy Joe, beef, on bun",X,,,,,,,X,X,,,,,,,
,,27510210,000000,"Wendy's, Kid's Meal Cheeseburger",X,,,,,,,X,X,,,X,,,,
,,27510220,000000,"Cheeseburger, with mayonnaise or salad dressing, on bun",X,,,,,,,,X,,,,,,,
,,27510230,000000,"Wendy's, Jr. Cheeseburger Deluxe",X,,,,,,,X,X,,,X,,,,
,,27510240,000000,"Cheeseburger, 1/4 lb meat, plain, on bun",X,,,,,,,,X,,,X,,,,
,,27510250,000000,"Cheeseburger, 1/4 lb meat, with mayonnaise, on bun",X,,,,,,,,X,,,X,,,,
,,27510260,000000,"Hardee's, Mushroom and Swiss Burger",X,,,,,,,,X,,,X,,,,
,,27510265,000000,"White Castle, Double Cheese Slider",X,,,,,,,,X,,,X,,,,
,,27510270,000000,"Double cheeseburger, plain, on bun",X,,,,,,,X,X,,,X,,,,
,,27510280,000000,"Jack in the Box, Double Jack",X,,,,,,,X,X,,,X,,,,
,,27510290,000000,"Double cheeseburger, plain, on double-decker bun",X,,,,,,,,X,,,X,,,,
,,27510300,000000,"McDonald's, Big Mac",X,,,,,,,X,X,,,X,,,,
,,27510310,000000,"Wendy's, Jr. Cheeseburger",X,,,,,,,X,X,,,X,,,,
,,27510311,000000,"White Castle, Cheese Slider",X,,,,,,,X,X,,,X,,,,
,,27510320,000000,"McDonald's, Quarter Pounder with Cheese",X,,,,,,,X,X,,,X,,,,
,,27510330,000000,"Hardee's, Double Cheeseburger",X,,,,,,,X,X,,,X,,,,
,,27510350,000000,"Burger King, Whopper with Cheese",X,,,,,,,X,X,,,X,,,,
,,27510355,000000,"Hardee's, 1/3 lb Thickburger",X,,,,,,,,X,,,X,,,,
,,27510359,000000,"Cheeseburger, 1/3 lb meat, with mushrooms and mayonnaise, on bun",X,,,,,,,,X,,,X,,,,
,,27510360,000000,"Wendy's, Jr. Bacon Cheeseburger",X,,,,,,,X,X,,,X,,,,
,,27510370,000000,"Wendy's, Double with Cheese",X,,,,,,,X,X,,,X,,,,
,,27510375,000000,"McDonald's, Double Quarter Pounder with Cheese",X,,,,,,,X,X,,,X,,,,
,,27510380,000000,"Wendy's, Triple with Cheese",X,,,,,,,,X,,,X,,,,
,,27510390,000000,"Double bacon cheeseburger, 1/4 lb meat patties, on bun",X,,,,,,,X,X,,,,,,,
,,27510400,000000,"Roy Rogers, Bacon Cheeseburger",X,,,,,,,X,X,,,X,,,,
,,27510410,000000,"Hamburger, with chili, on bun",X,,,,,,,,X,,,X,,,,
,,27510425,000000,"Wendy's, Baconator",X,,,,,,,X,X,,,X,,,,
,,27510430,000000,"Double bacon cheeseburger, 1/4 lb meat patties, with mayonnaise and ketchup, on bun",X,,,,,,,X,X,,,,,,,
,,27510435,000000,"Hardee's, Monster Thickburger",X,,,,,,,,X,,,X,,,,
,,27510440,000000,"Burger King, Bacon Double Cheeseburger",X,,,,,,,X,X,,,X,,,,
,,27510445,000000,"Bacon cheeseburger, 1/3 lb meat, with ketchup, on bun",X,,,,,,,,X,,,X,,,,
,,27510450,000000,"Roy Rogers, Double R Bar Burger",X,,,,,,,,X,,,X,,,,
,,27510480,000000,"Cheeseburger, 1/4 lb meat, with cheese sauce and grilled onions, on rye bun",X,,,,,,,,X,,,X,,,,
,,27510500,000000,"Wendy's, Kid's Meal Hamburger",X,,,,,,,X,X,,,X,,,,
,,27510510,000000,"Wendy's, Jr. Hamburger",X,,,,,,,X,X,,,X,,,,
,,27510520,000000,"Burger King, Whopper Jr.  ",X,,,,,,,X,X,,,X,,,,
,,27510530,000000,"Hamburger, 1/4 lb meat, plain, on bun",X,,,,,,,X,X,,,X,,,,
,,27510540,000000,"Wendy's, Double Stack, without cheese",X,,,,,,,X,X,,,,,,,
,,27510560,000000,"Wendy's, Single  ",X,,,,,,,X,X,,,X,,,,
,,27510570,000000,"Hamburger, 2-1/2 oz meat, with mayonnaise, on bun",X,,,,,,,,X,,,X,,,,
,,27510590,000000,"Hamburger, with mayonnaise, on bun",X,,,,,,,X,X,,,,,,,
,,27510600,000000,"White Castle, Original Slider",X,,,,,,,X,X,,,X,,,,
,,27510620,000000,"McDonald's, Quarter Pounder  ",X,,,,,,,X,X,,,X,,,,
,,27510630,000000,"Hamburger, 1/4 lb meat, with mayonnaise, on bun",X,,,,,,,,X,,,X,,,,
,,27510650,000000,"Double hamburger, plain, on bun",X,,,,,,,X,X,,,X,,,,
,,27510660,000000,"Double hamburger, with mayonnaise, on bun",X,,,,,,,,X,,,X,,,,
,,27510670,000000,"Double hamburger, with mayonnaise and ketchup, on bun",X,,,,,,,,X,,,X,,,,
,,27510690,000000,"Burger King, Double Whopper  ",X,,,,,,,X,X,,,X,,,,
,,27510700,000000,Subway Meatball Marinara sub,X,,,,,,,X,X,,,X,,,,
,,27510910,000000,Corned beef sandwich,X,,,,,,,X,X,,,,,,,
,,27510950,000000,"Reuben sandwich (corned beef sandwich with sauerkraut, cheese, and thousand island dressing)",X,,,,,,,X,X,,,,,,,
,,27511010,000000,Pastrami sandwich,X,,,,,,,X,X,,,,,,,
,,27513010,000000,"Roy Roger's, Roast Beef Sandwich",X,,,,,,,X,X,,,X,,,,
,,27513020,000000,"Roast beef sandwich, with gravy",X,,,,,,,,X,,,X,,,,
,,27513040,000000,Subway Roast Beef sub,X,,,,,,,X,X,,,X,,,,
,,27513041,000000,Subway Roast Beef sub with cheese,X,,,,,,,,X,,,X,,,,
,,27513050,000000,"Arby's, Beef 'N Swiss",X,,,,,,,X,X,,,X,,,,
,,27513060,000000,"Roast beef sandwich, with bacon and cheese sauce",X,,,,,,,,X,,,X,,,,
,,27513070,000000,"Roast beef submarine sandwich, on roll, au jus",X,,,,,,,X,X,,,,,,,
,,27515000,000000,"Steak sub, with lettuce and tomato",X,,,,,,,,X,,,X,,,,
,,27515010,000000,"Steak sandwich, plain, on roll",X,,,,,,,X,X,,,,,,,
,,27515020,000000,Subway Steak and Cheese sub,X,,,,,,,X,X,,,X,,,,
,,27515040,000000,"Steak and cheese sub, plain",X,,,,,,,X,X,,,,,,,
,,27515070,000000,"Steak and cheese sub, with peppers and onions",X,,,,,,,X,X,,,X,,,,
,,27515080,000000,Steak biscuit,X,,,,,,,,X,,,X,,,,
,,27516010,000000,"Gyro sandwich (pita bread, beef, lamb, onion, tomato, yogurt dressing)",X,,,,,,,X,X,,,,,,,
,,27520130,000000,Subway Turkey and Ham sub,X,,,,,,,X,X,,,X,,,,
,,27520150,000000,"BLT (bacon, lettuce, and tomato sandwich), with mayonnaise",X,,,,,,,X,X,,,,,,,
,,27520150,206040,"BLT (bacon, lettuce, and tomato sandwich), with light mayonnaise",X,,,,,,,,X,,,X,,,,
,,27520160,000000,"Chicken sandwich, with bacon, lettuce, tomato and mayonnaise, on multigrain roll",X,,,,,,,,X,,,X,,,,
,,27520165,000000,"Chicken (breaded, fried) club sandwich, with bacon, lettuce, tomato and creamy dressing (McDonald's)",X,,,,,,,X,X,,,X,,,,
,,27520166,000000,"Chicken (breaded, fried) club sandwich, with bacon, lettuce, tomato, cheese, and mayonnaise (McDonald's)",X,,,,,,,X,X,,,X,,,,
,,27520170,000000,Bacon on biscuit (Hardee's),X,,,,,,,X,X,,,X,,,,
,,27520250,000000,Ham on biscuit (Hardee's),X,,,,,,,X,X,,,X,,,,
,,27520300,000000,"Ham sandwich, with mayonnaise",X,,,,,,,X,X,,,,,,,
,,27520310,000000,"Ham sandwich, with lettuce and margarine",X,,,,,,,X,X,,,,,,,
,,27520320,000000,"Ham and cheese sandwich, with lettuce and margarine",X,,,,,,,X,X,,,,,,,
,,27520340,000000,Ham salad sandwich,X,,,,,,,,X,,,,,,,
,,27520350,000000,"Grilled ham and cheese sandwich, made with margarine",X,,,,,,,X,X,,,,,,,
,,27520370,000000,"Hot ham and cheese sandwich, on bun (Arby's, Burger King, Hardee's)",X,,,,,,,X,X,,,X,,,,
,,27520380,000000,Ham and cheese on English muffin,X,,,,,,,,X,,,,,,,
,,27520390,000000,Subway Ham and Cheese sub,X,,,,,,,X,X,,,X,,,,
,,27520410,000000,"Cuban sandwich, (cubano)",X,,,,,,,,X,,,X,,,,
,,27520500,000000,"Pork sandwich, on white roll, with onions, dill pickles and barbecue sauce (McRib)",X,,,,,,,X,X,,,X,,,,
,,27520510,000000,"Sloppy Joe, pork, on bun",X,,,,,,,X,X,,,,,,,
,,27520530,000000,"Pork sandwich, with gravy",X,,,,,,,,X,,,,,,,
,,27520540,000000,"Ham and cheese sandwich, with lettuce, tomato, and mayonnaise",X,,,,,,,,X,,,,,,,
,,27540110,000000,"Roasted chicken sandwich, with mayonnaise",X,,,,,,,X,X,,,,,,,
,,27540111,000000,"Roasted chicken sandwich, with cheese and mayonnaise",X,,,,,,,,X,,,X,,,,
,,27540120,000000,"Chicken salad sandwich, with mayonnaise",X,,,,,,,X,X,,,,,,,
,,27540130,000000,Chicken barbecue sandwich (Carl's Jr.),X,,,,,,,X,X,,,X,,,,
,,27540140,000000,"Fried chicken sandwich (Chick-fil-A, McDonald's)",X,,,,,,,X,X,,,X,,,,
,,27540150,000000,"Fried chicken sandwich, with lettuce, tomato and mayonnaise (Wendy's, Carl's Jr., Jack-in-the-Box, McDonald's, Burger King)",X,,,,,,,X,X,,,X,,,,
,,27540151,000000,"Fried chicken sandwich, with cheese, lettuce, tomato and mayonnaise",X,,,,,,,,X,,,X,,,,
,,27540170,000000,"Chicken patty sandwich, miniature, with mayonnaise",X,,,,,,,X,X,,,X,,,,
,,27540180,000000,Chicken patty sandwich,X,,,,,,,X,X,,,X,,,,
,,27540190,000000,"Chicken patty sandwich, with lettuce and mayonnaise",X,,,,,,,X,X,,,X,,,,
,,27540200,000000,"Chicken sandwich, fajita-style, on pita bread, with cheese, lettuce and tomato (Jack-in-the-Box)",X,,,,,,,X,X,,,X,,,,
,,27540210,000000,"Fried chicken wrap sandwich, with cheese, lettuce, and creamy dressing (McDonald's)",X,,,,,,,X,X,,,X,,,,
,,27540235,000000,"Grilled chicken sandwich, with lettuce, tomato, and mayonnaise-type salad dressing (BK Chicken Whopper)",X,,,,,,,X,X,,,X,,,,
,,27540240,000000,"Grilled chicken sandwich, on whole wheat roll, with lettuce, tomato and mayonnaise-type salad dressing (Hardee's, Jack-in-the-Box)",X,,,,,,,X,X,,,X,,,,
,,27540250,000000,"Grilled chicken sandwich, on whole wheat roll, with cheese, lettuce, tomato and non-mayonnaise type spread (Wendy's)",X,,,,,,,X,X,,,X,,,,
,,27540260,000000,"Grilled chicken sandwich, on oat bran bun, with lettuce, tomato, and mayonnaise",X,,,,,,,,X,,,X,,,,
,,27540270,000000,"Grilled chicken sandwich, with lettuce, tomato, and non-mayonnaise type spread (Wendy's)",X,,,,,,,X,X,,,X,,,,
,,27540280,000000,"Grilled chicken sandwich, on bun, with cheese, lettuce, tomato and mayonnaise (McDonald's, Carl's Jr.)",X,,,,,,,X,X,,,X,,,,
,,27540290,000000,Subway Sweet Onion Chicken Teriyaki sub,X,,,,,,,X,X,,,X,,,,
,,27540291,000000,Subway Sweet Onion Chicken Teriyaki sub with cheese,X,,,,,,,,X,,,X,,,,
,,27540300,000000,"Grilled chicken wrap, with cheese, lettuce, and creamy dressing (McDonald's)",X,,,,,,,X,X,,,X,,,,
,,27540310,000000,"Turkey sandwich, with mayonnaise",X,,,,,,,X,X,,,,,,,
,,27540320,000000,Turkey salad sandwich,X,,,,,,,X,X,,,,,,,
,,27540330,000000,"Turkey sandwich, with gravy",X,,,,,,,,X,,,,,,,
,,27540350,000000,Subway Turkey Breast sub with cheese,X,,,,,,,X,X,,,X,,,,
,,27541000,000000,Subway Club,X,,,,,,,X,X,,,X,,,,
,,27541001,000000,Subway Club with cheese,X,,,,,,,,X,,,X,,,,
,,27550000,000000,"Fish sandwich, on bun, with tartar sauce (Long John Silver, Burger King)",X,,,,,,,X,X,,,X,,,,
,,27550100,000000,"Fish sandwich, on bun, with cheese and tartar sauce (Hardee's, Long John Silver's, Carl's Jr., McDonald's)",X,,,,,,,X,X,,,X,,,,
,,27550110,000000,"Crab cake sandwich, on bun",X,,,,,,,X,X,,,,,,,
,,27550710,000000,"Tuna salad sandwich, with lettuce",X,,,,,,,X,X,,,,,,,
,,27550720,000000,Tuna salad sandwich,X,,,,,,,X,X,,,,,,,
,,27550730,000000,Tuna melt sandwich,X,,,,,,,X,X,,,,,,,
,,27550750,000000,Subway Classic Tuna sub,X,,,,,,,X,X,,,X,,,,
,,27550751,000000,Subway Classic Tuna sub with cheese,X,,,,,,,,X,,,X,,,,
,,27560110,000000,"Bologna sandwich, with margarine",X,,,,,,,X,X,,,,,,,
,,27560120,000000,"Bologna and cheese sandwich, with margarine",X,,,,,,,X,X,,,,,,,
,,27560300,000000,Corn dog,X,,,,,,,X,X,,,X,,,,
,,27560350,000000,Pigs in a blanket (hot dog wrapped in dough),X,,,,,,,X,X,X,,,,,,
,,27560500,000000,Subway Spicy Italian sub,X,,,,,,,,X,,,X,,,,
,,27560650,000000,"Sausage on biscuit (McDonald's, Hardee's, Jimmy Dean Sausage Biscuit)",X,,,,,,,X,X,,,X,,,,
,,27560660,000000,Sausage griddle cake sandwich (McDonald's Sausage McGriddles)),X,,,,,,,X,X,,,X,,,,
,,27560670,000000,Sausage and cheese on English muffin (McDonald's Sausage McMuffin),X,,,,,,,X,X,,,X,,,,
,,27560700,000000,"Sausage on biscuit, diet (Weight Watchers Sausage Biscuit)",X,,,,,,,X,X,,,,,,,
,,27560705,000000,"Sausage balls, made with biscuit mix and cheese",X,,,,,,,X,X,,,,,,,
,,27560710,000000,Sausage sandwich,X,,,,,,,X,X,,,,,,,
,,27560720,000000,"Italian sausage sub, with marinara",X,,,,,,,,X,,,,,,,
,,27560910,000000,Subway Cold Cut Combo sub,X,,,,,,,X,X,,,X,,,,
,,27564060,000000,"Hot dog, beef, plain, on bun",X,,,,,,,,X,,,X,,,,
,,27564070,000000,"Hot dog, beef, plain, on white bread",X,,,,,,,,X,,,X,,,,
,,27564080,000000,"Hot dog, beef, plain, on wheat bread",X,,,,,,,,X,,,X,,,,
,,27564100,000000,"Hot dog, beef, plain, on white wheat bread",X,,,,,,,,X,,,X,,,,
,,27564110,000000,"Hot dog, beef, plain,  on mutigrain bread",X,,,,,,,,X,,,X,,,,
,,27564120,000000,"Hot dog, beef and pork, plain, on bun",X,,,,,,,,X,,,X,,,,
,,27564130,000000,"Hot dog, beef and pork, plain, on white bread",X,,,,,,,,X,,,X,,,,
,,27564140,000000,"Hot dog, beef and pork, plain, on wheat bread",X,,,,,,,,X,,,X,,,,
,,27564160,000000,"Hot dog, beef and pork, plain, on white wheat bread",X,,,,,,,,X,,,X,,,,
,,27564170,000000,"Hot dog, beef and pork, plain, on multigrain bread",X,,,,,,,,X,,,X,,,,
,,27564240,000000,"Hot dog, turkey, plain, on bun",X,,,,,,,,X,,,X,,,,
,,27564250,000000,"Hot dog, turkey, plain, on white bread",X,,,,,,,,X,,,X,,,,
,,27564260,000000,"Hot dog, turkey, plain, on wheat bread",X,,,,,,,,X,,,X,,,,
,,27564280,000000,"Hot dog, turkey, plain, on white wheat bread",X,,,,,,,,X,,,X,,,,
,,27564290,000000,"Hot dog, turkey, plain, on multigrain bread",X,,,,,,,,X,,,X,,,,
,,27564300,000000,"Hot dog, reduced fat, plain, on bun",X,,,,,,,,X,,,X,,,,
,,27564310,000000,"Hot dog, reduced fat, plain, on white bread",X,,,,,,,,X,,,X,,,,
,,27564320,000000,"Hot dog, reduced fat, plain, on wheat bread",X,,,,,,,,X,,,X,,,,
,,27564340,000000,"Hot dog, reduced fat, plain, on white wheat bread",X,,,,,,,,X,,,X,,,,
,,27564350,000000,"Hot dog, reduced fat, plain, on multigrain bread",X,,,,,,,,X,,,X,,,,
,,27564360,000000,"Hot dog, fat free, plain, on bun",X,,,,,,,,X,,,X,,,,
,,27564370,000000,"Hot dog, fat free, plain, on white bread",X,,,,,,,,X,,,X,,,,
,,27564380,000000,"Hot dog, fat free, plain, on wheat bread",X,,,,,,,,X,,,X,,,,
,,27564400,000000,"Hot dog, fat free, plain, on white wheat bread",X,,,,,,,,X,,,X,,,,
,,27564410,000000,"Hot dog, fat free, plain, on multigrain bread",X,,,,,,,,X,,,X,,,,
,,27564420,000000,"Hot dog, vegetarian (veggie dog), plain, on bun ",X,,,,,,,,X,,,X,,,,
,,27564430,000000,"Hot dog, vegetarian (veggie dog), plain, on bread",X,,,,,,,,X,,,X,,,,
,,27564450,000000,"Hot dog, with chili, on white bread",X,,,,,,,,X,,,X,,,,
,,27564460,000000,"Hot dog, with chili, on wheat bread",X,,,,,,,,X,,,X,,,,
,,27564480,000000,"Hot dog, with chili, on white wheat bread",X,,,,,,,,X,,,X,,,,
,,27564490,000000,"Hot dog, with chili, on multigrain bread",X,,,,,,,,X,,,X,,,,
,,27564500,000000,"Hot dog, with meatless chili, on bun",X,,,,,,,,X,,,X,,,,
,,27564510,000000,"Hot dog, with meatless chili, on white bread",X,,,,,,,,X,,,X,,,,
,,27564520,000000,"Hot dog, with meatless chili, on wheat bread",X,,,,,,,,X,,,X,,,,
,,27564540,000000,"Hot dog, with meatless chili, on white wheat bread",X,,,,,,,,X,,,X,,,,
,,27564550,000000,"Hot dog, with meatless chili, on multigrain bread",X,,,,,,,,X,,,X,,,,
,,27564560,000000,"Hot dog, vegetarian (veggie dog), with meatless chili, on bun",X,,,,,,,,X,,,X,,,,
,,27564570,000000,"Hot dog, vegetarian (veggie dog), with meatless chili, on bread",X,,,,,,,,X,,,X,,,,
,,28110120,000000,"Beef frozen meal, with large meat portion, and potatoes",X,,,,,,,,X,,,,,,,
,,28110150,000000,"Beef diet frozen meal, with vegetable",X,,,,,,,,X,,,,,,,
,,28110220,000000,"Chopped sirloin beef frozen meal, with gravy, mashed potatoes, and vegetable (Swanson)",X,,,,,,,,X,,,,,,,
,,28110250,000000,"Sirloin tips frozen meal, with gravy, potatoes, and vegetable (Budget Gourmet)",X,,,,,,,,X,,,,,,,
,,28110310,000000,"Salisbury steak frozen meal, with gravy, potatoes, and vegetable (Armour, Kraft)",X,,,,,,,,X,,,,,,,
,,28110330,000000,"Salisbury steak frozen meal, with gravy, whipped potatoes, vegetable, and dessert (Swanson, Morton)",X,,,,,,,,X,,,,,,,
,,28110340,000000,"Salisbury steak frozen meal, with gravy, potatoes, vegetable, soup or macaroni and cheese, and dessert",X,,,,,,,,X,,,,,,,
,,28110350,000000,"Salisbury steak frozen meal, with large meat portion, gravy, potatoes, vegetable, and dessert (Swanson Hungry Man)",X,,,,,,,,X,,,,,,,
,,28110370,000000,"Salisbury steak frozen meal, with gravy, macaroni and cheese, and vegetable (Budget Gourmet)",X,,,,,,,,X,,,,,,,
,,28110380,000000,"Salisbury steak frozen meal, with gravy, and macaroni and cheese (Swanson)",X,,,,,,,,X,,,,,,,
,,28110390,000000,"Salisbury steak diet frozen meal, with potatoes, vegetable, and dessert (Healthy Choice)",X,,,,,,,,X,,,,,,,
,,28110510,000000,"Beef pot roast frozen meal, with gravy, potatoes, and vegetable (Banquet, Marie Callender's, Michelina's, Swanson, Stouffer's)",X,,,,,,,,X,,,,,,,
,,28110620,000000,"Beef short ribs frozen meal, with barbecue sauce, potatoes, and vegetable (Armour)",X,,,,,,,,X,,,,,,,
,,28110640,000000,"Swedish meatballs frozen meal, with sauce, and noodles (Budget Gourmet)",X,,,,,,,,X,,,,,,,
,,28110660,000000,"Swedish meatballs diet frozen meal, with gravy, and noodles (Lean Cuisine, Weight Watchers Smart Ones, Michelina's Lean Gourmet)",X,,,,,,,,X,,,,,,,
,,28113110,000000,"Salisbury steak diet frozen meal, baked, with tomato sauce, and vegetable (Lean Cuisine, Weight Watchers Smart Ones)",X,,,,,,,,X,,,,,,,
,,28113140,000000,"Beef frozen meal, with rice or spaetzle, and vegetable (Stouffer, Budget Gourmet)",X,,,,,,,,X,,,,,,,
,,28133110,000000,"Veal parmigiana frozen meal, with spaghetti, in tomato sauce (Stouffer's)",X,,,,,,,,X,,,,,,,
,,28133210,000000,"Veal parmigiana diet frozen meal, with vegetable (Weight Watchers)",X,,,,,,,,X,,,,,,,
,,28133340,000000,"Veal parmigiana frozen meal, with vegetable, fettuccine alfredo, and dessert (Swanson)",X,,,,,,,,X,,,,,,,
,,28140150,000000,Chicken divan frozen meal (Stouffer),X,,,,,,,,X,,,,,,,
,,28140250,000000,"Boneless chicken frozen meal,with large meat portion, gravy, dressing, rice, vegetable, and dessert (Swanson Hungry Man)",X,,,,,,,,X,,,,,,,
,,28140320,000000,"Chicken and noodles frozen meal, with vegetable, and dessert",X,,,,,,,,X,,,,,,,
,,28140710,000000,"Fried chicken frozen meal, with potatoes, and vegetable (Banquet)",X,,,,,,,,X,,,,,,,
,,28140720,000000,"Chicken nuggets (chicken patty) frozen meal, with potatoes and vegetable (Banquet Select)",X,,,,,,,,X,,,,,,,
,,28140730,000000,"Chicken parmigiana frozen meal, with fettuccine alfredo, and vegetable (Marie Callender's)",X,,,,,,,,X,,,,,,,
,,28140740,000000,"Chicken nuggets (chicken patty) frozen meal, with pasta and tomato sauce, fruit, and dessert (Kid Cuisine)",X,,,,,,,,X,,,,,,,
,,28140810,000000,"Fried chicken frozen meal, with potatoes, vegetable, and dessert (Swanson)",X,,,,,,,,X,,,,,,,
,,28141010,000000,"Fried chicken frozen meal, with large meat portion, potatoes, vegetable, and dessert (Banquet Hearty Ones, Swanson Hungry Man, Swanson Hungry Man)",X,,,,,,,,X,,,,,,,
,,28141050,000000,"Chicken parmigiana diet frozen meal, with vegetable (Weight Watchers)",X,,,,,,,,X,,,,,,,
,,28141201,000000,"Teriyaki chicken diet frozen meal, with rice and vegetable (Lean Cuisine, Weight Watchers Smart Ones, Uncle Ben's Rice Bowl)",X,,,,,,,,X,,,,,,,
,,28141250,000000,"Chicken diet frozen meal, with rice-vegetable mixture (Lean Cuisine)",X,,,,,,,,X,,,,,,,
,,28141600,000000,"Chicken a la king frozen meal, with rice (Stouffer)",X,,,,,,,,X,,,,,,,
,,28141610,000000,Chicken a la king diet frozen meal (Weight Watchers),X,,,,,,,,X,,,,,,,
,,28141650,000000,"Chicken au gratin diet frozen meal, with rice-vegetable mixture (Budget Gourmet)",X,,,,,,,,X,,,,,,,
,,28143030,000000,Sweet and sour chicken diet frozen meal (Weight Watchers),X,,,,,,,,X,,,,,,,
,,28143040,000000,"Chicken chow mein diet frozen meal, with rice (Lean Cuisine)",X,,,,,,,,X,,,,,,,
,,28143080,000000,"Chicken fettucini diet frozen meal (Healthy Choice, Weight Watchers Smart Ones, Lean Cuisine)",X,,,,,,,,X,,,,,,,
,,28143130,000000,Chicken cacciatore frozen meal (Banquet Gourmet),X,,,,,,,,X,,,,,,,
,,28143150,000000,"Chicken and vegetable with noodles diet frozen meal (Lean Cuisine, Jenny's Cuisine, Healthy Choice) ",X,,,,,,,,X,,,,,,,
,,28143180,000000,"Chicken diet frozen meal, in butter sauce, with potatoes and vegetable",X,,,,,,,,X,,,,,,,
,,28143190,000000,"Chicken frozen meal, in mushroom sauce, with white and wild rice, and vegetable",X,,,,,,,,X,,,,,,,
,,28143200,000000,"Chicken frozen meal, in soy-based sauce, with rice and vegetables",X,,,,,,,,X,,,,,,,
,,28143210,000000,"Chicken diet frozen meal, in orange sauce, with almond rice (Lean Cuisine)",X,,,,,,,,X,,,,,,,
,,28144100,000000,Chicken and vegetable with noodles and cream sauce frozen meal (Budget Gourmet),X,,,,,,,,X,,,,,,,
,,28145100,000000,"Turkey diet frozen meal, with dressing, gravy, vegetable, and fruit (Healthy Choice)",X,,,,,,,,X,,,,,,,
