Food_Item_ID,foodcode,modcode,Food_Category,foodname,_203 Protein (g),_204 Total Fat (g),_205 Carbohydrate (g),_208 Energy (kcal),_221 Alcohol (g),_255 Water (g),_262 Caffeine (mg),_263 Theobromine (mg),"_269 Sugars, total (g)","_291 Fiber, total dietary (g)",_301 Calcium (mg),_303 Iron (mg),_304 Magnesium (mg),_305 Phosphorus (mg),_306 Potassium (mg),_307 Sodium (mg),_309 Zinc (mg),_312 Copper (mg),_317 Selenium (mcg),_319 Retinol (mcg),"_320 Vitamin A, RAE (mcg_RAE)","_321 Carotene, beta (mcg)","_322 Carotene, alpha (mcg)",_323 Vitamin E (alpha-tocopherol)(mg),_328 Vitamin D (mcg),"_334 Cryptoxanthin, beta (mcg)",_337 Lycopene (mcg),_338 Lutein + zeaxanthin (mcg),_401 Vitamin C (mg),_404 Thiamin (mg),_405 Riboflavin (mg),_406 Niacin (mg),_415 Vitamin B-6 (mg),"_417 Folate, total (mcg)",_418 Vitamin B-12 (mcg),"_421 Choline, total (mg)",_430 Vitamin K (phylloquinone)(mcg),_431 Folic acid (mcg),"_432 Folate, food (mcg)","_435 Folate, DFE (mcg_DFE)","_573 Vitamin E, added (mg)","_578 Vitamin B-12, added (mcg)",_601 Cholesterol (mg),"_606 Fatty acids, total saturated (g)"
6389,26153170,000000,Proteins,"Tuna, fresh, dried",76.25,1.53,0,341,0,18.84,0,0,0,0,12,2.41,109,869,1378,141,1.1598,0.112,283.1,51,51,0,0,0.75,5.2999,0,0,0,0,0.332,0.341,54.8479,2.624,6,5.8498,203.0998,0.3,0,6,6,0,0,122,0.538
6541,95201200,000000,Proteins,EAS whey protein powder,66.67,5.1299,17.9499,385,0,6.61,0,0,5.1299,0,256,0.92,181,643,564,385,7.1398,1,24.8,15,15,0,0,0.38,0,0,0,0,0.8,0.714,0.857,10,1,200,2.27,81.5999,0.5,200,0,340,0,0,205,2.564
962,26137170,000000,Proteins,"Salmon, dried",64.06,13.75,0,397,0,23.5,0,0,0,0,22,1.1899,84,816,1144,234,1.22,0.197,98.0999,98,98,0,0,1.25,34.1,0,0,0,0,0.225,0.312,23.7349,1.718,11,11.67,295.6,1.2,0,11,11,0,0,144,2.531
864,26109170,000000,Proteins,"Cod, dried, salted",62.82,2.37,0,290,0,16.14,0,0,0,0,160,2.5,133,950,1458,7027,1.59,0.176,147.8,42,42,0,0,2.8399,4,0,0,0,3.5,0.268,0.24,7.5,0.864,25,10,291.3,0.4,0,25,25,0,0,152,0.462
565,22709010,000000,Proteins,"Pork, skin, deep-fried (pork rinds)",61.2999,31.3,0,544,0,1.8,0,0,0,0,30,0.88,11,85,127,1818,0.56,0.094,41,12,12,0,0,0.53,0,0,0,0,0.5,0.099,0.283,1.5489,0.023,0,0.64,164.5,0,0,0,0,0,0,95,11.3698
6544,95201600,000000,Proteins,Isopure protein powder,58.14,1.1598,29.07,359,0,0.86,0,0,1.1598,0,698,1.26,233,581,872,372,8.72,1.163,40.7,872,872,1,0,7.8498,0,0,0,0,34.8999,0.872,0.988,11.628,1.163,233,3.49,225,46.5,233,0,395,7.8498,3.49,12,0.581
5862,26205170,000000,Proteins,"Octopus, dried",56.52,3.94,8.3399,311,0,23.9898,0,0,0,0,201,20.1,114,705,1327,1313,6.37,1.649,169.8,145,145,0,0,4.5499,0,0,0,0,18,0.102,0.121,7.5629,1.296,58,72.03,246.4,0.4,0,58,58,0,0,182,0.861
1794,41430010,000000,Proteins,"Protein supplement, powdered",56.3999,3.5,28.1999,370,0,8.3,0,0,0,4.9,438,44.4399,38,882,378,653,3.91,1.542,0.8,0,0,0,0,0.33,12.5,0,0,0,0,6.8799,7.2,35.27,1.76,170,0,184.3,0,0,170,170,0,0,0,0.583
1795,41430310,000000,Proteins,Protein diet powder with soy and casein,56.3999,3.5,28.1999,388,0,8.3,0,0,27.1999,1,1764,44.4399,38,882,378,653,3.91,1.542,34.2999,0,0,0,0,0.33,10,0,0,0,0,6.8799,7.2,35.27,1.76,170,0.4,179.6999,0,0,170,170,0,0,0,0.583
905,26119170,000000,Proteins,"Herring, dried, salted",55.71,28.0398,0,490,0,10.98,0,0,0,0,177,3.4199,99,732,1014,1181,3.0699,0.286,113.2,74,74,0,0,3.3199,13,0,0,0,1.7,0.243,0.723,9.9779,0.843,28,31.8,201.5998,0.3,0,28,28,0,0,186,6.328
159,11831500,000000,Proteins,"Nutrient supplement powder, milk-based, high protein, not reconstituted",55.6,7.4,18.5,363,0,15,25,290,17.5,1,741,13.3,296,704,593,385,11.1,1.481,33.7999,963,966,37,0,14.9,0,0,0,0,66.7,1.6699,1.9299,14.8,2.22,296,5.5499,81.5999,0.5,0,296,296,14.9,5.5499,0,0.707
6543,95201500,000000,Proteins,"Herbalife, nutritional shake mix, high protein, powder",53.57,10.71,20.3798,392,0,8.3,0,0,3.5699,0,714,22.5,500,1429,1000,1214,18.75,2.5,87.5,1875,1875,0,0,16.8798,12.5,0,0,0,75,2.1429,2.125,25,2.5,571,6.4298,179.6999,125,571,0,971,0,0,0,0
1084,26319170,000000,Proteins,"Shrimp, dried",51.7,3.4399,0,253,0,38.8599,0,0,0,0,367,5.3898,84,494,203,2203,4.96,0.663,120.3,0,0,0,0,2.7799,0,0,0,0,10.4,0.018,0.038,1.413,0.025,23,1.87,204.8,0,0,23,23,0,0,638,0.476
6547,95202010,000000,Proteins,"Muscle Milk, light, powder",50,12,22,396,0,12,0,0,4,2,1200,12,280,700,840,250,10,1.3998,33.7999,1050,1050,0,0,9.4498,7,0,0,0,42,1,1.2,14,1.3998,280,4.2,81.5999,0.5,280,0,476,9.4498,4.2,10,1.087
6542,95201300,000000,Proteins,EAS soy protein powder,47.6199,3.5699,43.9399,405,0,2.83,0,0,40.4799,0,95,6.4298,22,441,714,452,2.29,1.0008,0.7,0,0,0,0,0.12,0,0,0,0,0,0.1,0.057,0.817,0.057,100,0,113.7,2.7,0,100,100,0,0,0,0
1802,41440000,000000,Proteins,"Textured vegetable protein, dry",47.0099,1.22,38.3699,330,0,7.25,0,0,18.8798,17.5,241,9.24,290,674,2384,20,2.4599,4.065,1.7,0,2,24,0,0.12,0,0,0,0,0,0.698,0.253,2.612,0.574,305,0,11.3,4.0998,0,305,305,0,0,0,0.136
966,26139170,000000,Proteins,"Sardines, dried",46.06,23.18,0,406,0,28.32,0,0,0,0,148,2.8199,82,606,838,230,2.54,0.236,93.5999,72,72,0,0,2.74,10.8,0,0,0,1.3998,0.224,0.598,8.2478,0.696,24,26.28,166.5998,0.2,0,24,24,0,0,154,5.23
6546,95202000,000000,Proteins,"Muscle Milk, regular, powder",45.71,17.14,18.5,411,0,15,0,0,5.71,7.0998,500,8.57,200,643,1129,329,7.1398,1,33.7999,750,750,0,0,7.07,5,0,0,0,30,0.714,0.857,10,1,200,3,81.5999,0.5,200,0,340,7.07,3,21,1.5529
4203,75200600,000000,Proteins,"Algae, dried",44.6599,5.86,38.1499,294,0,5.6799,0,0,3.0699,4.5998,246,26.7198,339,102,1304,812,2.95,4.7279,7.2,0,22,256,0,5,0,0,0,0,7.5998,1.7868,2.8079,9.666,0.349,216,0,65.2998,25.1999,0,216,216,0,0,0,2.003
6239,26118060,000000,Proteins,"Halibut, smoked",44.6099,3.2,0,219,0,51.5499,0,0,0,0,17,0.39,55,567,1046,629,0.87,0.056,109.5999,43,43,0,0,1.47,11.3,0,0,0,0,0.108,0.068,14.871,1.185,26,2.3799,148.5,0,0,26,26,0,0,118,0.702
385,14108050,000000,Proteins,"Cheese, Parmesan, low sodium",41.6,29.9899,3.7,451,0,22.1999,0,0,0.85,0,1376,0.95,51,807,107,63,3.1899,0.037,23.8999,123,125,32,0,0.27,0.6,0,0,0,0,0.04,0.39,0.32,0.1,10,1.3999,15.4,2,0,10,10,0,0,79,19.0509
4455,75236000,000000,Proteins,Yeast,40.4399,7.61,41.2199,325,0,5.08,0,0,0,26.8998,30,2.1699,54,637,955,51,7.94,0.436,7.9,0,0,0,0,0,0,0,0,0,0.3,10.99,4,40.2,1.5,2340,0.07,32,0.4,0,2340,2340,0,0,0,1.0008
386,14108060,000000,Proteins,"Parmesan cheese topping, fat free",40,5,40,370,0,8.5998,0,0,1.5,0,800,5,40,700,600,1150,3,0.02,43.2999,39,40,13,0,0.04,0,0,0,0,0,0.05,0.05,0.2,0.1,25,1.1,15.4,0.4,0,25,25,0,0,20,3.1099
382,14108010,000000,Proteins,"Cheese, Parmesan, dry grated",38.46,28.6099,4.0598,431,0,20.84,0,0,0.9,0,1109,0.9,38,729,125,1529,3.87,0.238,17.6999,223,229,73,0,0.25,0.5,0,0,0,0,0.029,0.486,0.114,0.049,10,2.2599,15.4,1.8998,0,10,10,0,0,88,17.3008
5371,41107998,000000,Proteins,"Soybeans, dry",37.2736,20.0928,22.2432,387.5199,0,140.1118,0,0,6.7199,13.44,228.4799,11.5136,192.6399,548.7999,1153.5999,2.24,2.576,0.9116,16.352,0,0,11.1999,0,0.784,0,0,0,0,3.8079,0.3472,0.6384,0.8937,0.5241,120.9599,0,106.4,43.008,0,120.9599,120.9599,0,0,0,2.9051
551,22602010,000000,Proteins,"Bacon, pork, lower sodium, cooked",37.0399,41.78,1.4298,541,0,12.32,0,0,0,0,11,1.4398,33,533,565,1030,3.5,0.164,62,11,11,0,0,0.31,1,0,0,0,0,0.404,0.264,11.099,0.349,2,1.23,123.2,0.1,0,2,2,0,0,110,13.739
600,23321100,000000,Proteins,"Venison, (deer), roasted",36.0799,3.93,0,190,0,59.45,0,0,0,0,6,4.98,28,260,311,268,8.5899,0.284,17.6,0,0,0,0,0.75,0,0,0,0,0,0.152,0.653,7.389,0.478,11,3.04,133.4,1.5,0,11,11,0,0,112,2.2269
605,23322350,000000,Proteins,"Venison, (deer), ribs, cooked",36.0799,3.93,0,190,0,59.45,0,0,0,0,6,4.98,28,260,311,268,8.5899,0.284,17.6,0,0,0,0,0.75,0,0,0,0,0,0.152,0.653,7.389,0.478,11,3.04,133.4,1.5,0,11,11,0,0,112,2.2269
606,23322400,000000,Proteins,"Venison, (deer), stewed",36.0799,3.93,0,190,0,59.45,0,0,0,0,6,4.98,28,260,311,268,8.5899,0.284,17.6,0,0,0,0,0.75,0,0,0,0,0,0.152,0.653,7.389,0.478,11,3.04,133.4,1.5,0,11,11,0,0,112,2.2269
482,21410110,000000,Proteins,"Beef, stew meat, cooked, lean and fat eaten",35.82,4.96,0,197,0,58.21,0,0,0,0,4,3.2999,26,224,331,367,4.5198,0.123,32.7,0,0,0,0,0.14,0.1,0,0,0,0,0.069,0.248,3.778,0.278,9,2.68,136.5,1.6,0,9,9,0,0,89,1.706
154,11830810,000000,Proteins,"Instant breakfast, powder, sweetened with low calorie sweetener, not reconstituted",35.7999,5.0999,41,358,0,7.4,52,608,39,2,500,2.2999,410,500,1705,717,15.4,2.6,21.8,2686,2686,5,0,16.8799,0,0,0,0,138,1.5,0.35,25.6,2,500,3.1,266.8999,120,500,0,850,16.8799,2,44,2.1619
6540,95201010,000000,Proteins,"Carnation Instant Breakfast, nutritional drink mix, sugar free, powder",35.7999,5.0998,41,358,0,7.4,52,608,39,2,500,2.2999,410,500,1705,717,15.4,2.6,21.8,2686,2686,5,0,16.8798,0,0,0,0,138,1.5,0.35,25.6,2,500,3.1,266.8999,120,500,0,850,16.8798,2,44,2.1619
384,14108020,000000,Proteins,"Cheese, Parmesan, hard",35.75,25.8298,3.22,392,0,29.16,0,0,0.8,0,1184,0.82,44,694,92,1376,2.75,0.032,22.5,201,207,66,0,0.22,0.5,0,0,0,0,0.039,0.332,0.271,0.091,7,1.2,15.4,1.7,0,7,7,0,0,68,16.41
992,26151190,000000,Proteins,"Trout, smoked",35.4699,10.99,0,251,0,52.06,0,0,0,0,45,0.56,44,402,671,608,0.8,0.082,42,134,134,0,0,4.16,28.3,0,0,0,4.0998,0.192,0.152,9.407,0.544,18,6.8799,115.5999,0.2,0,18,18,0,0,105,2.4599
542,22402510,000000,Proteins,"Fried pork chunks, Puerto Rican style (Carne de cerdo frita, masitas fritas)",35.3299,11.35,0.86,257,0,49.49,0,0,0.03,0.1,15,0.74,41,336,529,489,2.56,0.096,54.2999,1,1,1,0,0.23,0.7,0,0,3,0.5,0.766,0.305,10.4499,0.797,0,0.78,94.9,0.8,0,0,0,0,0,109,4.0038
1777,41410010,000000,Proteins,Soy nuts,35.2199,25.3998,33.5499,471,0,1.95,0,0,4.2,17.6999,138,3.8999,145,363,1470,163,3.14,0.828,19.1,0,10,120,0,0.91,0,0,0,0,2.2,0.1,0.145,1.4098,0.208,211,0,124.3,50.3999,0,211,211,0,0,0,3.6739
6545,95201700,000000,Proteins,Kellogg's Special K20 protein water mix,35.2,0.6,58.3999,380,0,3.95,0,0,2,37.5,115,2,7,69,490,280,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,27.6498,2.7999,0,8.3,76.7,0,0,0,0,0,8.3,4,0.236
599,23321050,000000,Proteins,"Venison, (deer), cured",35.1099,4.08,0,187,0,57.8599,0,0,0,0,7,4.86,27,253,303,1201,8.3598,0.277,17.1,0,0,0,0,0.73,0,0,0,0,0,0.148,0.636,7.19,0.465,11,2.96,129.9,1.5,0,11,11,0,0,110,2.2679
140,11813000,000000,Proteins,"Milk, dry, nonfat, not reconstituted",35.1,0.72,52.1899,358,0,3.96,0,0,52.1899,0,1231,0.31,117,985,1705,549,4.41,0.041,27.3,709,709,1,0,0.01,11,0,0,0,5.5998,0.413,1.744,0.891,0.345,50,3.99,167.8,0,0,50,50,0,0,18,0.467
4304,75215500,000000,Proteins,"Chives, dried or dehydrated",34.7899,7.7699,46.28,319,0,0.53,0,0,19.68,26.6,979,17.02,447,617,3149,32,5.96,1.6699,9.5999,0,2203,26398,0,2.23,0,0,0,3264,525.3999,0.747,1.1619,6.5389,1.395,949,0,55.2999,2262.8,0,949,949,0,0,0,1.5529
139,11812000,000000,Proteins,Low fat dry milk powder,34.7599,1.7,51.67,363,0,3.9199,0,0,51.67,0,1219,0.31,116,975,1688,544,4.37,0.041,27,710,710,3,0,0.04,10.9,0,0,0,5.5,0.409,1.727,0.882,0.342,50,3.95,166.4,0.1,0,50,50,0,0,20,1.075
614,23334100,000000,Proteins,"Beaver, cooked",34.7,6.9299,0,211,0,57.68,0,0,0,0,22,9.96,29,291,401,221,2.2599,0.188,42.8999,0,0,0,0,0.45,0,0,0,0,3,0.05,0.309,2.1909,0.468,11,8.2599,129.4,1.6,0,11,11,0,0,117,2.0609
1793,41422010,000000,Proteins,Soybean meal,34.5399,20.6498,35.1899,436,0,5.16,0,0,7.5,9.5998,206,6.37,429,494,2515,13,3.9199,2.9199,7.5,0,6,72,0,1.95,0,0,0,0,0,0.581,1.1598,4.32,0.461,345,0,190.5998,70,0,345,345,0,0,0,2.987
141,11820000,000000,Proteins,"Buttermilk, dry, not reconstituted",34.2999,5.78,49,387,0,2.97,0,0,49,0,1184,0.3,110,933,1592,517,4.0199,0.111,20.3,48,49,9,0,0.1,0.5,0,0,0,5.7,0.392,1.579,0.876,0.338,47,3.8199,118.7,0.4,0,47,47,0,0,69,3.5979
1034,26301160,000000,Proteins,"Abalone, steamed or poached",34.0499,1.51,11.97,209,0,48.4699,0,0,0,0,62,5.7199,96,284,448,940,1.6298,0.332,89.2,4,4,0,0,7.96,0,0,0,0,3.2,0.359,0.189,2.688,0.269,7,1.31,129.4,45.7999,0,7,7,0,0,169,0.297
549,22601000,000000,Proteins,"Pork bacon, smoked or cured, cooked",33.92,35.09,1.7,468,0,23.6498,0,0,0,0,11,0.95,31,388,499,1684,3.06,0.105,50.7,11,11,0,0,0.42,0.4,0,0,0,0,0.56,0.232,10.457,0.535,0,1.09,89.5,0,0,0,0,0,0,99,11.964
550,22601040,000000,Proteins,"Side pork (uncured bacon), cooked",33.92,35.09,1.7,468,0,23.6498,0,0,0,0,11,0.95,31,388,499,1684,3.06,0.105,50.7,11,11,0,0,0.42,0.4,0,0,0,0,0.56,0.232,10.457,0.535,0,1.09,89.5,0,0,0,0,0,0,99,11.964
559,22704010,000000,Proteins,"Pork, cracklings, cooked",33.92,35.09,1.7,468,0,23.6498,0,0,0,0,11,0.95,31,388,499,1684,3.06,0.105,50.7,11,11,0,0,0.42,0.4,0,0,0,0,0.56,0.232,10.457,0.535,0,1.09,89.5,0,0,0,0,0,0,99,11.964
160,11832000,000000,Proteins,"Meal replacement powder, milk- and soy-based,  not reconstituted",33.7,2.2,47.2,343,0,8.1999,0,0,45.2,2,1124,20.1999,449,1124,1573,831,16.8999,2.2469,20.5,355,356,13,0,22.6,5.5,0,0,0,135,1.69,1.9099,22.5,2.25,315,6.74,89.5,2.1,0,315,315,22.6,6.74,5,0.317
502,21602100,000000,Proteins,"Beef jerky (Slim Jim, Big Jerk)",33.2,25.6,11,410,0,23.3599,0,0,9,1.8,20,5.4199,51,407,597,2081,8.1098,0.227,10.6999,0,0,0,0,0.49,0.3,0,0,0,0,0.154,0.142,1.732,0.179,134,0.99,109.0999,2.2999,0,134,134,0,0,48,10.85
588,23204220,000000,Proteins,"Veal, cutlet, (veal steak), broiled, lean only eaten",32.89,4.58,0,181,0,60.18,0,0,0,0,7,0.87,32,288,438,399,3.35,0.063,10.3,0,0,0,0,0.42,0,0,0,0,0,0.069,0.367,12.535,0.506,16,1.5,127.3,5,0,16,16,0,0,106,1.2788
590,23205030,000000,Proteins,"Veal cutlet, (veal steak), fried, lean only eaten",32.89,4.58,0,181,0,60.18,0,0,0,0,7,0.87,32,288,438,399,3.35,0.063,10.3,0,0,0,0,0.42,0,0,0,0,0,0.069,0.367,12.535,0.506,16,1.5,127.3,5,0,16,16,0,0,106,1.2788
598,23311200,000000,Proteins,"Rabbit, wild, cooked",32.88,3.5,0,172,0,61.1099,0,0,0,0,18,4.83,31,239,342,207,2.37,0.175,15.1,0,0,0,0,0.41,0,0,0,0,0,0.02,0.07,6.373,0.339,8,6.48,129.4,1.5,0,8,8,0,0,122,1.046
365,14104020,000000,Proteins,"Cheddar cheese, dry, grated",32.68,43.49,1.6799,529,0,17,0,0,0.68,0,946,0.89,37,672,129,815,4.08,0.041,18.1999,339,348,112,0,0.38,0.8,0,0,0,0,0.035,0.492,0.105,0.097,24,1.09,21.6999,3.7,0,24,24,0,0,138,27.68
608,23323500,000000,Proteins,"Bear, cooked",32.28,13.33,0,258,0,53.3299,0,0,0,0,5,10.69,23,169,262,233,10.23,0.148,11.1999,0,0,0,0,0.49,0,0,0,0,0,0.1,0.817,3.3359,0.289,6,2.4599,121.8,1.8,0,6,6,0,0,98,3.5249
740,24404100,000000,Proteins,"Pheasant, cooked",32.2599,12.05,0,238,0,53.9699,0,0,0,0,16,1.4198,22,241,270,205,1.36,0.084,20.6,57,57,0,0,0.27,0.2,0,0,0,2.2999,0.07,0.179,7.4988,0.747,5,0.72,85.4,4.9,0,5,5,0,0,89,3.8919
602,23321900,000000,Proteins,"Venison, (deer), jerky",32.2,22.3599,14.7799,396,0,23.37,0,0,14.75,0,17,4.3498,26,253,391,2959,6.23,0.21,14.9,0,0,0,0,0.74,0.3,0,0,0,0,0.445,0.406,6.3189,0.343,6,1.94,122.8,1.8,0,6,6,0,0,129,9.6038
6160,14104115,000000,Proteins,"Cheese, Cheddar, fat free",32.14,0,7.1398,157,0,57,0,0,0,0,893,0,16,484,66,1000,1.82,0.021,14.5,60,60,4,0,0.06,0.1,0,0,0,0,0.012,0.221,0.051,0.045,11,0.49,15.4,0.6,0,11,11,0,0,18,0
634,24127120,207006,Proteins,"Chicken, breast, baked, breaded, skin/breading not eaten",32.1199,4.0198,0,171,0,61.27,0,0,0,0,7,0.48,30,245,392,526,0.98,0.049,35.1,9,9,0,0,0.66,0,0,0,0,0,0.089,0.214,10.581,0.936,8,0.2,82.0999,0.2,0,8,8,0,0,103,0.82
642,24127160,205835,Proteins,"Chicken, breast, boneless, skinless, baked, breaded, breading not eaten",32.1199,4.0198,0,171,0,61.27,0,0,0,0,7,0.48,30,245,392,526,0.98,0.049,35.1,9,9,0,0,0.66,0,0,0,0,0,0.089,0.214,10.581,0.936,8,0.2,82.0999,0.2,0,8,8,0,0,103,0.82
156,11830940,000000,Proteins,"Meal replacement powder, high protein, milk-based, to mix with fruit juice, not reconstituted",32,0,54.5,346,0,4,0,0,35.2999,19.1999,1282,20.19,321,481,481,240,14.42,2.244,19.5,1202,1202,0,0,22.6,9.5999,0,0,0,57.7,1.4399,0.54,22.44,1.9199,321,3.85,117.5,0,0,321,321,22.6,3.85,0,0
1836,41810250,000000,Proteins,"Bacon, meatless, bits (vegetarian)",32,25.8998,28.6,476,0,8,0,0,0,10.1999,101,0.72,95,217,145,1770,1.87,0.539,7.4,0,0,0,0,6.9,0,0,0,0,1.8998,0.6,0.07,1.6,0.08,127,1.2,134.8,0,0,127,127,0,1.2,0,4.0548
4436,75232000,000000,Proteins,"Seaweed, dried",31.84,4.0099,52.39,298,0,6.6799,0,0,3.04,5.5998,372,24.9499,482,85,1244,575,3.8999,3.355,7.2999,0,14,171,0,5,0,0,0,0,5,1.195,1.946,6.511,0.334,337,0,64.5999,25,0,337,337,0,0,0,1.356
379,14107060,000000,Proteins,"Cheese, Mozzarella, nonfat or fat free",31.6999,0,3.5,141,0,60.2,0,0,1.48,1.8,961,0.31,33,656,106,743,3.9199,0.034,18.8998,124,127,41,0,0.14,0,0,0,0,0,0.02,0.3,0.12,0.08,10,0.92,15.4,1.6,0,10,10,0,0,18,0
1801,41435710,000000,Proteins,South Beach Living Meal Replacement Bar,31.67,10,48.8999,412,0,3.31,0,0,29.73,8.3,981,9.4499,167,833,142,600,2.5,0.649,22.3999,1500,1500,1,0,0.59,1,0,0,27,100,1.028,0.708,6.6669,0.576,78,0.96,152.1999,2.7,0,78,78,0,0,1,8.631
624,24124110,205388,Proteins,"Chicken, breast, fried in oil, skin eaten",31.62,9.08,0,216,0,57.5,0,0,0,0,16,1.01,28,211,267,517,1.22,0.057,25.1999,27,27,0,0,0.42,0.3,0,0,0,0,0.067,0.116,12.022,0.643,4,0.34,63.2999,1.7,0,4,4,0,0,92,2.301
623,24124110,000000,Proteins,"Chicken, breast, fried in shortening, skin eaten",31.62,9.08,0,216,0,57.5,0,0,0,0,16,1.01,28,211,267,517,1.21,0.057,25.1999,27,27,0,0,0.33,0.3,0,0,0,0,0.067,0.116,12.022,0.643,4,0.34,63.2999,0.8,0,4,4,0,0,92,2.482
710,24167120,206282,Proteins,"Chicken, wing, baked, breaded, skin/breading not eaten",31.6,5.0899,0,181,0,62.89,0,0,0,0,18,1.1398,24,178,223,511,2.35,0.056,25.6,19,19,0,0,0.19,0.1,0,0,0,1.3998,0.059,0.131,8.4688,0.61,3,0.36,66.2998,0,0,3,3,0,0,82,1.352
628,24124120,205472,Proteins,"Chicken, breast, fried in butter, skin not eaten",31.52,6.28,0,189,0,59.59,0,0,0,0,8,0.47,29,241,385,534,0.96,0.048,34.5,28,29,5,0,0.71,0,0,0,0,0,0.087,0.211,10.377,0.918,8,0.2,81,0.4,0,8,8,0,0,108,2.285
626,24124120,205398,Proteins,"Chicken, breast, fried in margarine, skin not eaten",31.51,5.65,0,183,0,60.24,0,0,0,0,8,0.47,29,241,386,536,0.96,0.048,34.3999,31,32,18,0,0.79,0,0,0,0,0,0.087,0.211,10.3759,0.918,8,0.19,80.7998,3.1,0,8,8,0,0,101,1.097
627,24124120,205407,Proteins,"Chicken, breast, fried in oil, skin not eaten",31.5,6.83,0,193,0,59.14,0,0,0,0,7,0.48,29,240,385,515,0.96,0.048,34.3999,9,9,0,0,1,0,0,0,0,0,0.087,0.21,10.375,0.918,8,0.19,80.5,3.3999,0,8,8,0,0,101,1.181
633,24127120,205996,Proteins,"Chicken, breast, fried in oil, breaded, skin/breading not eaten",31.5,6.83,0,193,0,59.14,0,0,0,0,7,0.48,29,240,385,515,0.96,0.048,34.3999,9,9,0,0,1,0,0,0,0,0,0.087,0.21,10.375,0.918,8,0.19,80.5,3.3999,0,8,8,0,0,101,1.181
641,24127160,205446,Proteins,"Chicken, breast, boneless, skinless, fried in oil, breaded, breading not eaten",31.5,6.83,0,193,0,59.14,0,0,0,0,7,0.48,29,240,385,515,0.96,0.048,34.3999,9,9,0,0,1,0,0,0,0,0,0.087,0.21,10.375,0.918,8,0.19,80.5,3.3999,0,8,8,0,0,101,1.181
625,24124120,000000,Proteins,"Chicken, breast, fried in shortening, skin not eaten",31.5,6.82,0,193,0,59.14,0,0,0,0,7,0.47,29,240,385,515,0.96,0.048,34.3999,9,9,0,0,0.82,0,0,0,0,0,0.088,0.21,10.375,0.918,8,0.19,80.5,1.7,0,8,8,0,0,101,1.524
632,24127120,000000,Proteins,"Chicken, breast, fried in shortening, breaded, skin/breading not eaten",31.5,6.82,0,193,0,59.14,0,0,0,0,7,0.47,29,240,385,515,0.96,0.048,34.3999,9,9,0,0,0.82,0,0,0,0,0,0.088,0.21,10.375,0.918,8,0.19,80.5,1.7,0,8,8,0,0,101,1.524
640,24127160,000000,Proteins,"Chicken, breast, boneless, skinless, fried in shortening, breaded, breading not eaten",31.5,6.82,0,193,0,59.14,0,0,0,0,7,0.47,29,240,385,515,0.96,0.048,34.3999,9,9,0,0,0.82,0,0,0,0,0,0.088,0.21,10.375,0.918,8,0.19,80.5,1.7,0,8,8,0,0,101,1.524
499,21601000,000000,Proteins,"Beef, bacon, cooked",31.3,34.3999,1.3998,449,0,26.1999,0,0,0,0,9,3.14,27,236,412,2253,6.37,0.116,26.8,0,0,0,0,0.29,0.2,0,0,0,0,0.09,0.26,6.4699,0.31,8,3.45,119.2,2.7999,0,8,8,0,0,119,14.35
978,26147190,000000,Proteins,"Sturgeon, smoked",31.1999,4.4,0,173,0,62.5,0,0,0,0,17,0.93,47,281,379,739,0.56,0.05,20.1,280,280,0,0,0.5,16.1,0,0,0,0,0.09,0.09,11.1,0.27,20,2.8999,87.2998,0.1,0,20,20,0,0,80,1.0368
500,21602000,000000,Proteins,"Beef, dried, chipped, uncooked",31.1,1.94,2.7599,153,0,53.7999,0,0,2.7,0,8,2.4199,19,181,235,2790,4.9299,0.074,32.3999,0,0,0,0,0.38,0,0,0,0,0,0.065,0.163,5.1638,0.386,10,1.59,0,1.3,0,10,10,0,0,79,0.95
1032,26213160,000000,Proteins,"Squid, (calimari), steamed or boiled",31.02,2.75,6.1299,183,0,56.4099,0,0,0,0,64,1.22,66,330,441,428,3.0499,3.201,89.2,18,18,0,0,2.39,0,0,0,0,7.5,0.038,0.779,3.898,0.1,7,2.33,129.4,0,0,7,7,0,0,464,0.713
6177,24201410,000000,Proteins,"Turkey, white and dark meat, stewed, skin not eaten",30.8798,2.94,0,154,0,65.1898,0,0,0.06,0,12,0.93,24,180,179,564,2.1899,0.088,31,8,8,0,0,0.13,0.3,0,0,1,0,0.038,0.235,7.2279,0.493,6,0.64,59.5,0,0,6,6,0,0,89,0.775
469,21105120,000000,Proteins,"Steak, beef, braised, lean and fat eaten",30.8,13.1899,0,251,0,54.34,0,0,0,0,13,3.6499,23,233,261,393,10.18,0.147,26.5,0,0,0,0,0.14,0.2,0,0,0,0,0.079,0.278,2.648,0.288,6,2.45,117.3,1.7,0,6,6,0,0,105,5.117
471,21301000,000000,Proteins,"Beef, oxtails, cooked",30.8,13.1899,0,251,0,54.34,0,0,0,0,13,3.6499,23,233,261,393,10.18,0.147,26.5,0,0,0,0,0.14,0.2,0,0,0,0,0.079,0.278,2.648,0.288,6,2.45,117.3,1.7,0,6,6,0,0,105,5.117
481,21407120,000000,Proteins,"Beef, pot roast, braised or boiled, lean only eaten",30.8,13.1899,0,251,0,54.34,0,0,0,0,13,3.6499,23,233,261,393,10.18,0.147,26.5,0,0,0,0,0.14,0.2,0,0,0,0,0.079,0.278,2.648,0.288,6,2.45,117.3,1.7,0,6,6,0,0,105,5.117
