Food_Item_ID,foodcode,modcode,Food_Category,foodname,_203 Protein (g),_204 Total Fat (g),_205 Carbohydrate (g),_208 Energy (kcal),_221 Alcohol (g),_255 Water (g),_262 Caffeine (mg),_263 Theobromine (mg),"_269 Sugars, total (g)","_291 Fiber, total dietary (g)",_301 Calcium (mg),_303 Iron (mg),_304 Magnesium (mg),_305 Phosphorus (mg),_306 Potassium (mg),_307 Sodium (mg),_309 Zinc (mg),_312 Copper (mg),_317 Selenium (mcg),_319 Retinol (mcg),"_320 Vitamin A, RAE (mcg_RAE)","_321 Carotene, beta (mcg)","_322 Carotene, alpha (mcg)",_323 Vitamin E (alpha-tocopherol)(mg),_328 Vitamin D (mcg),"_334 Cryptoxanthin, beta (mcg)",_337 Lycopene (mcg),_338 Lutein + zeaxanthin (mcg),_401 Vitamin C (mg),_404 Thiamin (mg),_405 Riboflavin (mg),_406 Niacin (mg),_415 Vitamin B-6 (mg),"_417 Folate, total (mcg)",_418 Vitamin B-12 (mcg),"_421 Choline, total (mg)",_430 Vitamin K (phylloquinone)(mcg),_431 Folic acid (mcg),"_432 Folate, food (mcg)","_435 Folate, DFE (mcg_DFE)","_573 Vitamin E, added (mg)","_578 Vitamin B-12, added (mcg)",_601 Cholesterol (mg),"_606 Fatty acids, total saturated (g)"
570,23108010,000000,,"Lamb, shoulder, cooked, lean and fat eaten",22.42,19.89,0,275,0,56.03,0,0,0,0,20,1.96,23,183,250,228,5.21,0.108,26.1,0,0,0,0,0.14,0.1,0,0,0,0,0.09,0.239,6.1239,0.129,21,2.6299,87.5,4.5999,0,21,21,0,0,92,8.4049
970,26141120,200874,,"Sea bass, baked or broiled with butter",22.414,5.506,0.354,145.9559,0,69.256,0,0,0.1,0.016,13.525,0.357,50.0859,236.595,316.7169,415.5199,0.492,0.024,44.3389,75.7129,76.2459,6.1139,0,1.114,6.8529,0.659,0,0.349,1.7829,0.121,0.14,1.85,0.439,5.9459,0.334,74.709,0.387,0,5.9459,5.9459,0,0,57.9189,2.5699
971,26141120,201674,,"Sea bass, baked or broiled with oil ",22.408,6.08,0.353,151.139,0,68.768,0,0,0.098,0.016,12.6329,0.36,50.069,235.9569,316.1759,394.1209,0.489,0.025,44.353,50.301,50.34,0.116,0,1.475,6.804,0.66,0,0.349,1.7849,0.121,0.139,1.851,0.439,5.839,0.328,74.0879,4.1989,0,5.839,5.839,0,0,49.8149,1.098
1004,26157120,000000,,"Whiting, baked or broiled, with margarine",22.3998,5.28,0.1,143,0,71.28,0,0,0.04,0,59,0.42,26,272,306,402,1.08,0.038,39.2999,33,33,0,0,0.82,1.7,0,0,0,0.5,0.062,0.054,1.512,0.172,15,2.5299,79.5999,4.2,0,15,15,0,0,82,0.783
728,24205000,000000,,"Turkey, tail, cooked",22.39,27.05,0.14,340,0,48.81,0,0,0,0,28,1.85,19,159,219,384,3.2999,0.12,31.8998,0,0,0,0,0.93,0.7,0,0,0,0,0.045,0.189,2.9009,0.253,7,0.29,75.2,3.7999,0,7,7,0,0,92,7.9219
6189,24208000,000000,,Turkey nuggets,22.37,8.71,16.3098,233,0,50.6599,0,0,1.37,1.2,53,1.72,30,210,226,478,1.97,0.122,27.8,3,5,28,0,0.4,0.2,0,0,0,0.6,0.262,0.285,8.41,0.461,34,1.28,59.2999,13.5,22,12,49,0,0,60,2.301
873,26111160,000000,,"Croaker, (sea trout, spot), steamed or poached",22.3599,3.99,0,131,0,71.54,0,0,0,0,19,0.47,45,238,369,386,0.53,0.053,45.8999,12,12,0,0,1.62,0.9,0,0,0,0,0.075,0.108,4.4889,0.302,15,2.6699,84.2998,0.1,0,15,15,0,0,77,1.368
6367,26137134,000000,,"Salmon, floured or breaded, baked or broiled, with nonstick spray",22.35,5.3399,13.14,196,0,58.5799,0,0,1.1698,0.6,38,1.1698,33,289,400,385,0.61,0.097,36,38,38,1,0,0.41,10.8,0,0,2,0,0.19,0.189,8.3438,0.551,21,3.7,95.5999,1,14,7,31,0,0,46,1.0669
5369,41104029,000000,,"Pinto beans, dry",22.3447,1.612,65.0254,354.6399,0,156.116,0,0,0.8432,22.32,114.08,5.183,124,364.56,1081.28,2.48,2.4304,0.5431,15.3759,0,0,0,0,2.3311,0,0,0,0,1.984,0.4786,0.1537,0.7886,0.5679,426.56,0,87.5438,8.6799,0,426.56,426.56,0,0,0,0.3372
658,24137250,205544,,"Chicken, leg quarter (drumstick and thigh), fried in oil, skinless, breaded, breading eaten",22.3298,11.6999,8.6699,233,0,56.3699,0,0,0.19,0.3,15,1.28,20,167,215,420,2.0499,0.082,28.1,8,8,0,0,1.1698,0.1,0,0,92,0,0.139,0.27,5.1558,0.364,17,0.39,51.1,10.5,12,5,26,0,0,103,2.1
657,24137250,000000,,"Chicken, leg quarter (drumstick and thigh), fried in shortening, skinless, breaded, breading eaten",22.3298,11.6999,8.6699,233,0,56.3699,0,0,0.19,0.3,15,1.28,20,167,215,420,2.0499,0.082,28.1,8,8,0,0,0.72,0.1,0,0,92,0,0.141,0.27,5.1558,0.364,17,0.39,51.1,6.0998,12,5,26,0,0,103,2.978
1026,26209100,000000,,"Roe, herring",22.32,6.4199,1.5,143,0,67.73,0,0,0,0,22,0.6,20,402,221,91,1,0.1,40.2999,81,81,0,0,7,12.1,0,0,193,13.6,0.24,0.74,1.8,0.152,76,8,335.3999,0.2,0,76,76,0,0,374,1.4559
568,23107010,000000,,"Lamb, shoulder chop, cooked, lean and fat eaten",22.32,19.8,0,274,0,55.7899,0,0,0,0,20,1.96,23,182,249,388,5.19,0.107,26,0,0,0,0,0.14,0.1,0,0,0,0,0.089,0.238,6.099,0.129,21,2.62,87.2,4.5998,0,21,21,0,0,91,8.3698
535,22311210,000000,,"Ham, smoked or cured, low sodium, cooked, lean and fat eaten",22.3,8.3,0.3,172,0,65.0999,0,0,0,0,8,1.37,21,265,386,969,2.5499,0.132,19.5,0,0,0,0,0.28,0.8,0,0,0,0,0.73,0.31,5.74,0.33,3,0.69,87.2,0,0,3,3,0,0,58,2.781
680,24153210,000000,,"Chicken, thigh, stewed, skin eaten",22.3,14.58,0.06,225,0,62.84,0,0,0,0,11,1.25,19,151,195,427,2.04,0.063,19.8,36,36,0,0,0.26,0.2,0,0,0,0,0.062,0.168,5.0869,0.199,5,0.23,54.7999,2.7999,0,5,5,0,0,95,4.008
725,24202600,000000,,"Turkey, neck, cooked",22.2898,7.2999,0,161,0,68.89,0,0,0,0,58,1.1698,18,180,113,567,4,0.157,35.8999,0,0,0,0,0.64,0.3,0,0,0,0,0.048,0.286,5.831,0.372,7,1.4098,77.0999,0,0,7,7,0,0,127,2.1979
5367,41103029,000000,,"Lima beans, Fordhook, dry",22.23,1.083,59.5078,327.75,0,198.9015,0,0,8.265,19.9499,48.45,6.8114,122.55,316.35,1447.8,5.7,2.7075,0.6697,12.8249,0,0,0,0,0.513,0,0,0,0,0,0.4588,0.1567,1.1998,0.4588,236.55,0,92.625,5.7,0,236.55,236.55,0,0,0,0.2536
3049,58104140,000000,,"Nachos, with beef and cheese",22.2199,23.1499,13.47,352,0,39.31,0,0,0.34,1.1,242,2.06,48,289,259,297,4.62,0.156,16.8,68,69,22,0,1.1899,0.3,0,0,1,0,0.035,0.219,3.148,0.293,15,1.87,53.2999,6.0999,0,15,15,0,0,75,9.8759
416,14410210,000000,,"American cheese, pasteurized processed, low-sodium",22.1999,31.19,1.6,376,0,42.7999,0,0,0.45,0,616,0.39,22,745,162,7,2.99,0.03,12.6999,247,254,81,0,0.27,0.6,0,0,0,0,0.03,0.35,0.07,0.07,8,0.7,36.2,2.6,0,8,8,0,0,94,19.651
5339,24207099,000000,,"Ground turkey, raw, breast",22.183,1.8969,0,105.6999,0,46.0319,0,0,0,0,4.1999,0.714,24.5,203,249.8999,42.6999,1.54,0.0469,21.9799,6.2999,6.2999,0,0,0.07,0.14,0,0,0,0,0.0574,0.0945,8.785,0.756,5.5998,0.4899,45.0799,0,0,5.5998,5.5998,0,0,49.6999,0.5018
893,26117130,202751,,"Haddock, (pollock, scrod, monkfish), breaded, baked without fat",22.178,1.983,9.076,148.7059,0,65.186,0,0,0.904,0.559,62.5439,1.804,46.938,229.484,359.4569,438.2559,0.638,0.065,36.53,23.9819,24.0569,0.699,0,0.473,0.695,0.518,0,19.0399,0,0.129,0.113,4.7169,0.319,22.6419,1.3029,82.0889,0.942,6.623,16.02,27.2459,0,0,83.8589,0.464
376,14107020,000000,,"Cheese, Mozzarella, whole milk",22.17,22.35,2.1899,300,0,50.0099,0,0,1.03,0,505,0.44,20,354,76,627,2.9199,0.011,17,174,179,57,0,0.19,0.4,0,0,0,0,0.03,0.283,0.104,0.037,7,2.2799,15.4,2.2999,0,7,7,0,0,79,13.1518
939,26131120,202069,,"Pompano, (bluefish, mahi mahi, yellowtail), baked or broiled with butter",22.158,14.366,0.349,224.062,0,61.134,0,0,0.099,0.016,27.692,0.722,32.6289,234.455,461.8109,406.071,0.868,0.047,43.7139,65.792,66.316,6.0279,0,0.308,13.218,0.65,0,0.344,1.758,0.638,0.145,3.595,0.217,16.631,1.173,62.5279,0.382,0,16.631,16.631,0,0,67.87,6.121
940,26131120,203073,,"Pompano, (bluefish, mahi mahi, yellowtail), baked or broiled with oil ",22.152,14.942,0.348,229.2659,0,60.643,0,0,0.097,0.016,26.8299,0.726,32.5919,233.827,461.452,384.9689,0.865,0.047,43.7269,40.728,40.7659,0.115,0,0.663,13.177,0.65,0,0.344,1.76,0.638,0.144,3.597,0.218,16.538,1.1679,61.9029,4.1399,0,16.538,16.538,0,0,59.8939,4.674
902,26119120,202972,,"Herring, baked or broiled without fat",22.151,11.141,0.358,195.7649,0,64.355,0,0,0.099,0.017,70.736,1.36,39.6959,291.11,408.2189,426.8879,1.223,0.115,44.99,29.3329,29.372,0.118,0,1.3249,5.176,0.669,0,0.354,2.5009,0.109,0.288,3.9689,0.337,11.4689,12.6359,80.322,0.123,0,11.4689,11.4689,0,0,73.9479,2.5139
669,24147210,205362,,"Chicken, drumstick, fried in oil, breaded, skin/breading eaten",22.1298,14.84,6.79,253,0,55.1899,0,0,0.15,0.2,14,1.1698,17,158,203,452,2.23,0.082,27,14,14,0,0,1.12,0,0,0,92,0,0.121,0.258,4.9,0.327,13,0.4,47.3999,10.1,9,4,19,0,0,110,2.934
668,24147210,000000,,"Chicken, drumstick, fried in shortening, breaded, skin/breading eaten",22.1298,14.83,6.79,253,0,55.1899,0,0,0.15,0.2,14,1.1598,17,158,203,453,2.23,0.082,27,14,14,0,0,0.67,0,0,0,92,0,0.122,0.258,4.9,0.327,13,0.4,47.3999,5.9,9,4,19,0,0,110,3.7919
424,14410600,000000,,"Cheese, processed, with vegetables",22.1298,31.1999,1.73,375,0,39.0799,0,0,0.62,0.1,614,0.42,22,744,162,915,2.98,0.033,14.5,231,244,150,12,0.29,0.5,0,0,18,2.2999,0.027,0.354,0.078,0.071,8,0.7,34.7,2.8999,0,8,8,0,0,94,19.663
5897,27136080,000000,,"Venison, (deer), with gravy",22.12,3.2599,2.0899,131,0,71.8298,0,0,0.09,0.2,6,3.1299,17,160,212,273,5.32,0.204,10.4,0,0,0,0,0.43,0,0,0,0,0,0.1,0.387,4.484,0.276,7,1.77,78.5,0.9,0,7,7,0,0,65,1.766
882,26115130,202708,,"Flounder, floured or breaded, baked or broiled, without fat",22.105,2.474,9.076,152.881,0,64.289,0,0,0.904,0.559,46.8879,1.084,38.5889,225.31,411.6429,451.824,0.722,0.071,39.139,17.407,17.4819,0.699,0,0.598,2.5739,0.518,0,19.0399,1.508,0.188,0.154,3.773,0.228,19.341,1.617,81.367,0.942,7.1319,12.209,24.2989,0,0,74.4659,0.624
891,26117120,201747,,"Haddock, (pollock, scrod, monkfish), baked or broiled with butter",22.102,3.813,0.415,128.8849,0,72.28,0,0,0.11,0.066,40.0279,1.26,46.0129,220.655,371.37,399.0339,0.443,0.032,35.2389,42.286,46.356,43.2079,0,0.585,0.754,11.352,0,18.0979,1.8979,0.039,0.045,4.2359,0.322,13.347,1.2649,76.7,0.48,0,13.347,13.347,0,0,74.26,2.027
6237,26118044,000000,,"Halibut, floured or breaded, fried with cooking spray",22.1,3.54,11.64,173,0,61.7,0,0,1.03,0.7,43,1.1298,31,285,483,457,0.74,0.073,53.1,35,35,0,0,0.74,4.9,1,0,56,0,0.162,0.134,7.48,0.529,26,1.1298,91.7,1.2,8,17,32,0,0,90,0.85
890,26117120,201554,,"Haddock, (pollock, scrod, monkfish), baked or broiled with oil ",22.097,4.362,0.414,133.8489,0,71.813,0,0,0.108,0.066,39.203,1.264,45.993,220.035,370.928,378.4859,0.44,0.033,35.243,17.85,21.4499,37.493,0,0.931,0.7,11.365,0,18.119,1.8999,0.039,0.044,4.24,0.322,13.253,1.26,76.1099,4.141,0,13.253,13.253,0,0,66.5,0.613
735,24401010,000000,,"Cornish game hen, roasted, skin eaten",22.0798,18.0598,0,257,0,58.1899,0,0,0,0,13,0.9,18,145,243,386,1.48,0.061,15.4,32,32,0,0,0.36,0.1,0,0,0,0.5,0.066,0.197,5.8479,0.304,2,0.28,56,2.3999,0,2,2,0,0,130,5.008
880,26115120,201381,,"Flounder, baked or broiled with butter",22.024,4.3479,0.341,133.3009,0,71.369,0,0,0.096,0.016,22.334,0.424,36.4799,215.761,426.935,414.584,0.531,0.039,38.188,34.9819,35.496,5.883,0,0.685,2.855,0.667,0,0.353,3.391,0.095,0.086,3.218,0.22,9.019,1.602,76.7129,0.372,0,9.019,9.019,0,0,63.841,2.204
879,26115120,200995,,"Flounder, baked or broiled with oil ",22.0189,4.8979,0.339,138.275,0,70.9009,0,0,0.094,0.016,21.4869,0.427,36.4489,215.1339,426.557,394.0319,0.528,0.039,38.1959,10.5109,10.551,0.118,0,1.032,2.8029,0.668,0,0.353,3.395,0.095,0.085,3.22,0.221,8.9199,1.598,76.123,4.0369,0,8.9199,8.9199,0,0,56.061,0.789
1005,26157120,201895,,"Whiting, baked or broiled, without fat",22.018,1.574,0.349,109.159,0,75.1239,0,0,0.097,0.016,58.1529,0.412,25.4849,267.009,304.285,394.586,1.06,0.039,38.578,32.445,32.4849,0.121,0,0.367,1.6819,0.687,0,0.364,1.858,0.062,0.053,1.488,0.171,14.585,2.487,78.313,0.12,0,14.585,14.585,0,0,80.5109,0.297
3347,58155310,000000,,"Paella with meat, Spanish style",22,11.72,16.7398,266,0,46.5399,0,0,0.69,0.5,28,1.8898,24,195,246,950,1.62,0.112,31.6999,24,30,62,6,1.55,0.2,11,143,17,4,0.221,0.165,4.362,0.29,32,2.74,62.5,5.2999,24,8,49,0,0,92,2.411
813,25230220,000000,,"Ham, luncheon meat, prepackaged or deli, low salt",22,7.7,0.5,165,0,65.7998,0,0,0,0,8,1.3998,19,248,362,969,2.6299,0.119,19.5,0,0,0,0,0.28,0.8,0,0,0,0,0.74,0.28,5.32,0.35,3,0.68,86,0,0,3,3,0,0,57,2.624
526,22210310,000000,,"Pork, tenderloin, breaded, fried",22,15.55,15.22,294,0,45.2599,0,0,1.34,0.9,48,1.86,31,270,412,564,2,0.143,37.6,16,16,0,0,1.61,0.4,1,0,49,0,0.667,0.414,5.831,0.471,18,0.56,96.5,13.3,11,7,26,0,0,84,2.911
839,26105120,203146,,"Carp, baked or broiled without fat",21.991,6.902,0.358,157.559,0,69.605,0,0,0.099,0.017,51.017,1.532,35.9979,511.721,415.6139,376.357,1.827,0.072,15.534,9.983,10.022,0.118,0,0.783,30.442,0.669,0,0.354,3.3879,0.129,0.065,1.9239,0.213,17.015,1.697,80.322,0.123,0,17.015,17.015,0,0,81.343,1.3349
900,26119120,000000,,"Herring, baked or broiled with margarine",21.98,14.74,0.1,226,0,61.2199,0,0,0.04,0,70,1.35,39,289,402,424,1.21,0.113,44.7,29,29,0,0,1.76,5.0998,0,0,0,1.2,0.107,0.285,3.9369,0.333,11,14.21,79.5999,4.2,0,11,11,0,0,73,2.9769
5366,41102029,000000,,"Black beans, dry",21.9727,1.3391,58.8008,327.36,0,163.0351,0,0,0,21.5759,66.9599,5.208,173.5998,347.1999,880.3999,2.48,2.7776,0.5183,2.976,0,0,0,0,0,0,0,0,0,0,0.6051,0.1463,1.2524,0.1711,369.5199,0,0,0,0,369.5199,369.5199,0,0,0,0.3447
545,22421010,000000,,"Pork roast, smoked or cured, cooked, lean and fat eaten",21.9698,7.66,0.5,165,0,65.75,0,0,0,0,8,1.3998,19,248,362,1385,2.6299,0.119,19.5,0,0,0,0,0.28,0.8,0,0,0,0,0.739,0.28,5.3239,0.35,3,0.68,85.9,0,0,3,3,0,0,57,2.6099
5872,26305121,000000,,"Crab, baked or broiled, without fat",21.96,0.91,0.1,102,0,74.14,0,0,0.04,0,112,0.62,44,287,320,800,4.6799,1,52.7,1,1,0,0,2.2599,0,0,0,0,4.4,0.026,0.092,3.206,0.183,60,3.8799,99.4,0.4,0,60,60,0,0,119,0.247
573,23110050,000000,,"Lamb, ribs, cooked, lean and fat eaten (rack of lamb)",21.9499,29.34,0,358,0,46.67,0,0,0,0,19,1.87,23,177,268,398,3.97,0.12,23.6999,0,0,0,0,0.12,0.1,0,0,0,0,0.089,0.218,6.942,0.109,14,2.52,85.7,5.2999,0,14,14,0,0,98,12.5939
5858,26158024,000000,,"Tilapia, floured or breaded, baked or broiled, with nonstick spray",21.94,2.71,13.14,166,0,61.07,0,0,1.1698,0.6,41,1.34,33,200,338,363,0.55,0.108,46.1,7,7,1,0,0.41,3.2,0,0,2,0,0.156,0.15,4.559,0.158,39,1.4498,44.8999,2,14,25,49,0,0,50,0.848
5739,75109560,000000,,"Cilantro, dried",21.93,4.78,52.1,279,0,7.2999,0,0,7.2698,10.4,1246,42.46,694,481,4466,211,4.7199,1.786,29.3,0,293,3407,31,1.03,0,175,0,2428,566.7,1.252,1.5,10.707,0.61,274,0,97.0999,1359.5,0,274,274,0,0,0,0.115
869,26111120,206032,,"Croaker, (sea trout, spot), baked or broiled without fat",21.9289,3.907,0.358,129.2119,0,71.7249,0,0,0.099,0.017,18.9729,0.46,49.555,259.0659,430.404,384.9839,0.521,0.053,44.99,13.311,13.35,0.118,0,1.596,0.863,0.669,0,0.354,1.811,0.084,0.112,4.921,0.335,17.015,2.773,82.786,0.123,0,17.015,17.015,0,0,75.18,1.3409
6166,24127130,000000,,"Fried chicken, fried, fast food, skin/breading eaten",21.91,14.8,7.79,252,0,53.0499,0,0,0,0.5,27,0.66,25,205,273,551,0.78,0.13,25.8,19,19,0,0,0.26,0.1,0,0,0,0,0.072,0.141,8.878,0.361,22,0.34,56.6,0,11,11,30,0,0,88,3.9199
4926,91780010,000000,,Snickers Marathon Energy bar,21.91,10.7899,50.2999,386,0,14,6,57,28.71,6.7,754,16.3099,317,455,351,383,11.88,0.452,4.5,62,62,0,0,27.53,4.5,0,0,0,489.8999,2.9489,3.343,45.249,4.525,816,12.24,18,1.8,408,408,1102,27.53,12.0399,4,4.753
6374,26143130,000000,,"Shark, floured or breaded, baked or broiled, with oil",21.8798,10.5398,12.52,238,0,53.2199,0,0,1.12,0.6,62,1.56,52,229,192,373,0.62,0.065,39.2,66,66,1,0,1.6398,0.7,0,0,2,0,0.15,0.143,3.5169,0.351,20,1.31,64.0999,7,13,6,29,0,0,49,1.846
6383,26151133,000000,,"Trout, floured or breaded, baked or broiled, without fat",21.87,6.79,13.1,208,0,57.1599,0,0,1.1698,0.6,56,1.1,31,255,412,363,0.67,0.08,28.3998,77,77,1,0,2.2999,15.6999,0,0,2,2.2999,0.232,0.18,6.3879,0.315,27,3.6299,67,0.8,14,13,37,0,0,59,1.61
928,26127130,100568,,"Perch, floured or breaded, baked with oil",21.856,6.6449,8.7469,187.4019,0,61.122,0,0,0.872,0.539,107.557,1.592,36.1839,233.235,304.184,416.3419,1.36,0.187,17.5019,15.8699,15.943,0.673,0,0.821,3.084,0.499,0,18.35,1.453,0.163,0.172,2.249,0.136,15.773,1.9219,78.426,5.972,6.873,8.9,20.5509,0,0,114.012,1.096
6244,26157144,000000,,"Whiting, floured or breaded, fried with nonstick spray",21.85,3.52,11.64,172,0,61.64,0,0,1.03,0.7,84,1.31,29,271,297,461,1.26,0.081,39.5,43,43,0,0,0.43,1.6,1,0,56,0,0.167,0.149,2.2599,0.176,27,2.21,94.9,1.3,8,18,33,0,0,108,0.805
795,25221510,000000,,"Salami, soft, cooked",21.85,25.8998,2.3999,336,0,45.1899,0,0,0.96,0,15,1.56,19,191,316,1740,2.93,0.357,31.3,0,0,0,0,0.22,1,0,0,0,0,0.367,0.357,6.0529,0.459,3,1.52,93.5,3.2,0,3,3,0,0,89,9.316
581,23150270,000000,,"Goat, head, cooked",21.82,5.4599,0.48,144,0,69.8199,0,0,0,0,14,3.23,4,243,349,415,3.8599,0.277,15,0,2,23,0,0.77,0,0,0,0,3.3999,0.082,0.476,3.809,0.047,5,4.0998,231.3,0.8,0,5,5,0,0,1064,1.401
838,26105120,000000,,"Carp, baked or broiled with margarine",21.82,10.5299,0.1,188,0,66.43,0,0,0.04,0,50,1.52,36,508,409,374,1.81,0.07,15.4,9,9,0,0,1.22,30.1999,0,0,0,2.1,0.134,0.067,2.007,0.21,17,1.59,79.5999,4.2,0,17,17,0,0,81,1.806
525,22201420,000000,,"Pork, cutlet or steak, fried, breaded or floured, lean only eaten",21.8098,13.1099,16.26,275,0,46.1599,0,0,1.4298,1,57,2.14,30,234,349,533,3.5499,0.162,35.6,17,17,0,0,1.04,0.7,1,0,52,0,0.525,0.483,4.527,0.358,19,0.92,102.7,7.7999,12,7,28,0,0,95,3.181
6384,26151134,000000,,"Trout, floured or breaded, baked or broiled, with nonstick spray",21.8,7.07,13.14,210,0,56.9099,0,0,1.1698,0.6,56,1.1,31,254,411,362,0.67,0.08,28.3998,76,77,1,0,2.2999,15.6,0,0,2,2.2999,0.231,0.179,6.3689,0.314,27,3.62,66.7998,0.8,14,13,37,0,0,58,1.625
503,21603000,000000,,"Beef, pastrami, smoked, spiced",21.8,5.82,0.36,147,0,69.53,0,0,0.1,0,10,2.22,17,175,210,1078,4.98,0.091,17.6999,0,2,22,0,0.12,0.1,6,0,11,0.3,0.052,0.161,4.2599,0.221,6,1.87,81.5999,0.7,0,6,6,0,0,68,2.681
1135,27146010,000000,,"Chicken or turkey with barbecue sauce, skin not eaten",21.7898,3.2799,12.74,172,0,60.45,0,0,10.39,0.3,16,0.62,24,170,324,394,0.95,0.062,24.1999,6,9,42,0,0.64,0,1,1422,47,0.2,0.068,0.175,6.769,0.597,5,0.2,55.2,1.2,0,5,5,0,0,77,0.699
917,26125120,101284,,"Ocean perch, (rockfish, orange roughy), baked or broiled with oil",21.762,5.4119,0.339,141.779,0,70.48,0,0,0.094,0.016,125.433,1.081,35.2809,252.508,323.779,387.024,0.564,0.032,50.576,12.614,12.653,0.118,0,1.8959,0.818,0.668,0,0.353,2.5539,0.117,0.122,2.2229,0.244,9.971,1.0509,76.123,4.0369,0,9.971,9.971,0,0,49.0529,0.744
867,26111120,000000,,"Croaker, (sea trout, spot), baked or broiled with margarine",21.76,7.5598,0.1,160,0,68.54,0,0,0.04,0,19,0.46,49,257,424,382,0.52,0.052,44.7,13,13,0,0,2.0299,0.9,0,0,0,0.5,0.083,0.111,4.8818,0.331,17,2.75,82,4.2,0,17,17,0,0,75,1.812
562,22707010,000000,,"Pork, pig's feet, cooked",21.76,15.92,0,236,0,62.3299,0,0,0,0,0,0.98,5,81,33,395,1.04,0.062,22.8,0,0,0,0,0.09,0,0,0,0,0,0.016,0.057,0.58,0.038,2,0.41,74.7998,0,0,2,2,0,0,106,4.307
1362,27515010,000000,,"Steak sandwich, plain, on roll",21.67,8.07,16.51,232,0,52.7999,0,0,2.1,0.7,61,3.02,25,190,289,359,4.7698,0.122,25.3998,0,0,0,0,0.12,0.1,0,0,15,0.4,0.271,0.244,3.976,0.277,42,1.94,75,2,28,14,62,0,0,55,2.8319
534,22311020,000000,,"Ham, smoked or cured, cooked, lean only eaten",21.64,4.95,1.01,139,0,68.64,0,0,1.05,0,7,0.88,20,247,313,1286,2.23,0.117,28.3998,6,6,0,0,0.25,0.8,0,0,0,0,0.56,0.221,5.198,0.426,3,0.56,88.7,0,0,3,3,0,0,53,1.6578
1159,27150410,000000,,Shrimp teriyaki,21.62,1.56,3.3399,120,0,69.89,0,0,1.76,0,87,0.51,42,300,184,1347,1.51,0.249,45.5,82,82,0,0,2.02,0.1,0,0,0,0,0.033,0.031,2.6139,0.234,23,1.52,126.5999,0.4,0,23,23,0,0,193,0.478
6378,26149131,000000,,"Swordfish, floured or breaded, baked or broiled, without fat",21.6,7.24,13.1,211,0,56.75,0,0,1.1698,0.6,36,1.1698,35,284,452,392,0.88,0.074,61.5,37,37,1,0,1.99,13.6999,0,0,2,0,0.19,0.143,8.5298,0.493,20,1.47,67,0.8,14,5,29,0,0,65,1.824
5352,26137108,000000,,"Fish, salmon, raw, Pacific, wild",21.59,5.6863,0,143.65,0,57.7999,0,0,0,0,10.1999,0.425,30.5999,269.4499,346.8,113.8999,0.425,0.0611,31.0247,58.6499,58.6499,0,0,0.9689,11.135,0,0,0,0,0.1827,0.119,8.2431,0.589,7.6497,4.8193,95.795,0.085,0,7.6497,7.6497,0,0,53.5499,0.7726
944,26131190,000000,,"Pompano, (bluefish, mahi mahi, yellowtail), smoked",21.5798,11.06,0,192,0,65.4,0,0,0,0,26,0.7,32,228,445,415,0.84,0.045,42.6,40,40,0,0,0.21,12.8,0,0,0,0,0.621,0.14,3.503,0.21,16,1.29,60.1,0.1,0,16,16,0,0,58,4.097
399,14132000,000000,,Queso Chihuahua,21.5598,29.68,5.5598,374,0,39.13,0,0,5.5598,0,651,0.47,23,442,52,617,3.5,0.024,14.5,56,56,4,0,0.26,0.5,0,0,0,0,0.018,0.225,0.15,0.055,2,1.03,15.4,2.5,0,2,2,0,0,105,18.843
1010,26157130,206340,,"Whiting, floured or breaded, baked without fat",21.5509,2.599,9.076,151.8369,0,65.551,0,0,0.904,0.559,78.1989,1.0629,28.152,264.971,294.7479,442.4309,1.171,0.07,38.5129,36.1929,36.2689,0.699,0,0.379,1.53,0.518,0,19.0399,0,0.147,0.12,2.036,0.168,22.956,2.274,82.0889,0.942,6.623,16.3329,27.559,0,0,94.296,0.586
901,26119120,201099,,"Herring, baked or broiled with oil ",21.529,14.427,0.348,222.078,0,61.7569,0,0,0.097,0.016,68.7549,1.3249,38.582,282.94,396.767,414.916,1.189,0.112,43.7269,28.509,28.5479,0.115,0,1.729,5.0309,0.65,0,0.344,2.431,0.106,0.279,3.857,0.328,11.147,12.281,78.075,4.1399,0,11.147,11.147,0,0,71.873,2.914
855,26109120,201039,,"Cod, baked or broiled, without fat",21.5249,0.757,0.349,99.546,0,76.337,0,0,0.097,0.016,8.8849,0.316,29.09,209.33,489.339,393.3849,0.483,0.033,43.865,8.6519,8.6899,0.115,0,0.775,1.081,0.652,0,0.345,4.5529,0.025,0.048,2.333,0.435,7.9379,0.973,78.313,0.12,0,7.9379,7.9379,0,0,44.4609,0.097
693,24157250,205490,,"Chicken, thigh, fried in oil, skinless, breaded, breading eaten",21.46,13.7799,10.06,255,0,53.5,0,0,0.22,0.3,15,1.3798,21,170,218,500,1.72,0.081,28.1,8,8,0,0,1.35,0,0,0,94,0,0.14,0.248,5.165,0.372,19,0.42,43.8999,13.4,13,6,28,0,0,101,2.403
1649,32105330,000000,,"Scrambled eggs with jerked beef, Puerto Rican style",21.46,17.78,2.98,260,0,51.92,0,0,2.0099,0.2,41,2.16,17,204,208,1546,2.97,0.082,33,98,98,0,0,2.3999,1.2,6,0,308,0.8,0.054,0.34,2.321,0.276,28,1.12,153.5,1,0,28,28,0,0,262,3.77
